,source,chapter,analysis_name,analysis_cost,analysis_comment
323,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Выявления HPV - вирус папилломы человека методом ПЦР качественное определение,"31,40",
324,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Выявления Тrichomonas vaginalis методом ПЦР качественное определение,"16,92",
325,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Выявления Mycoplasma genitalium методом  ПЦР качественное определение,"17,38",
326,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Выявления Neisseria gonorrhoeae методом ПЦР качественное определение,"16,52",
327,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Выявления Ureaplasma urealyticum методом ПЦР качественное определение,"16,81",
328,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Выявления HPV - вирус папилломы человека методом ПЦР КОЛИЧЕСТВЕННОЕ определение,"42,91",
329,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Ложка фолькмана одноразовая,"0,28",
330,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Петля одноразовая,"0,11",
331,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Зонд урогенетальный одноразовый,"0,49",
332,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Пробирка с крышкой 16*100мм,"0,24",
333,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Комплекс 3,"1,17",
334,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (мужское)",Забор крови (с комплектом № 3),"2,00",
335,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Первичный прием больных с ИППП,"16,25",
336,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Повторный прием больных с ИППП,"13,39",
337,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Бак пос. ж Культурал.иссл. отдел.мочепол оргонов на гоноковую инфекцию при отсутствии микроорганизмив,"39,72",
338,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Бак пос. ж конт. Культуральное исследование отделяемого мочеполовых органов на гонококковую инфекцию с идентификацией до вида классическим методом,"48,86",
339,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Ж.Микроскопи-ое исслед. отделя-го мочепол.органов  метиленовым синим,"11,88",
340,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Ж.Микроскопиче-кое исслед. отделя-го мочепол. органов   по Грамму,"13,78",
341,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Микоплазма IЕS женская,"27,38",
342,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Скрининговое исследование (Фемофлер),"90,89",
343,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Чувствительность к антибиот. автом.сист.женская,"95,13",
344,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Чувствительность к антибиот. ручной метод женская,"42,94",
345,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",ИФА(с комплектом №3),"7,19",
346,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Комплект 1 женский,"2,08",
347,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Комплект 2 женский,"2,28",
348,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Взятие материала  из уретры для исследования методом ПЦР (женское),"5,16",
349,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Прием и регистрация проб,"0,62",
350,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Первичная обработка биологического материала,"6,48",
351,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выделение ДНК из иного биологического материала ручным способом сорбентный метод,"7,18",
352,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выявления  Сhlamydia trachomatis методом ПЦР качественное определение,"17,15",
353,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)","Выявления  HSV I,II -вирус простого герпеса методом ПЦР качественное определение","16,40",
354,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выявления HPV - вирус папилломы человека методом ПЦР качественное определение,"31,40",
355,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выявления Тrichomonas vaginalis методом ПЦР качественное определение,"16,92",
356,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выявления Mycoplasma genitalium методом  ПЦР качественное определение,"17,38",
357,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выявления Neisseria gonorrhoeae методом ПЦР качественное определение,"16,52",
358,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выявления Ureaplasma urealyticum методом ПЦР качественное определение,"16,81",
359,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)","Выявление инфекционных возбудителей ""ФЕМОФЛОР-СКРИН"" (1.2+9.1.2.+9.3.1.2.4+9.4.2.1)","85,73",
360,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Выявления HPV - вирус папилломы человека методом ПЦР КОЛИЧЕСТВЕННОЕ определение,"42,91",
361,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Ложка фолькмана одноразовая,"0,28",
362,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Петля одноразовая,"0,11",
363,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Зонд урогенетальный одноразовый,"0,49",
364,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Пробирка с крышкой 16*100мм,"0,24",
365,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Комплекс 3,"1,17",
366,kvd.by,"Анонимное обследование на инфекции, передаваемые половым путем (женское)",Забор крови (с комплектом № 3),"2,00",
367,kvd.by,Косметологические услуги,Паровая ванна лица,"6,77",
368,kvd.by,Косметологические услуги,Противокуперозная маска для профилактики и лечения возрастной атрофии кожи лица,"16,51",
369,kvd.by,Косметологические услуги,Противокуперозная маска для профилактики и лечения возрастной атрофии кожи шеи,"16,51",
370,kvd.by,Косметологические услуги,Противокуперозная маска для профилактики и лечения возрастной атрофии кожи передней поверхности грудной клетки,"16,51",
371,kvd.by,Косметологические услуги,Маска для профилактики и лечения воспалительных заболеваний кожи лица,"12,86",
372,kvd.by,Косметологические услуги,Маска для профилактики и лечения воспалительных заболеваний кожи шеи,"12,98",
373,kvd.by,Косметологические услуги,Маска для профилактики и лечения воспалительных заболеваний кожи передней поверхности грудной клетки,"12,89",
374,kvd.by,Косметологические услуги,Маска для профилактики и лечения воспалительных заболеваний кожи задней поверхности грудной клетки,"12,98",
375,kvd.by,Косметологические услуги,Массаж лечебный (по Жаке),"6,57",
376,kvd.by,Косметологические услуги,Криомассаж кожи лица жидким азотом,4,
377,kvd.by,Косметологические услуги,Очищение кожи лица механическое,"14,02",
378,kvd.by,Косметологические услуги,Поверхностный механический пилинг лица,"25,59",
379,kvd.by,Косметологические услуги,Дарсонвализация лица местная,"5,79",
380,kvd.by,Косметологические услуги,Поверхностный химический пилинг САЛИЦИЛИКПИЛ JS,"46,14",
381,kvd.by,Косметологические услуги,Поверхностный химический пилинг лицама Салициликпил 25% с пантенолом,"43,26",
382,kvd.by,Косметологические услуги,Поверхностный химический пилинг Миндальный 40%,"72,11",
383,kvd.by,Косметологические услуги,Поверхностный химический пилинг BLOCK ADE PEEL,"65,81",
384,kvd.by,Косметологические услуги,Химический пилинг среднего уровня с пантенолом,"84,23",
385,kvd.by,Косметологические услуги,Мезотерапия кожи (1 анатомическая область) без препарата,"53,19",
386,kvd.by,Косметологические услуги,Биоревитализация без препарата,"94,37",
387,kvd.by,Косметологические услуги,"Проба на реакцию при введении препарата ""Коллост""","11,21",
388,kvd.by,Косметологические услуги,Инъекционная контурная коррекция средней трети лица при возрастной атрофии кожи,"212,17",
389,kvd.by,Косметологические услуги,Инъекционная контурная коррекция статических морщин при возрастной атрофии кожи лобной области,"123,84",
390,kvd.by,Косметологические услуги,Инъекционная контурная коррекция статических морщин при возрастной атрофии кожи носо-губных складок,"123,84",
391,kvd.by,Косметологические услуги,Инъекционная контурная коррекция статических морщин при возрастной атрофии кожи верхней губы,"123,84",
392,kvd.by,Косметологические услуги,Инъекционная контурная коррекция статических морщин при возрастной атрофии кожи нижней губы,"123,84",
393,kvd.by,Косметологические услуги,Аппликационная анестезия (крем) за 2кв.см.,"3,61",
394,kvd.by,Косметологические услуги,Аппликационная анестезия (спрей),"4,09",
395,kvd.by,Косметологические услуги,Инфильтрационная анестезия,"3,91",
396,kvd.by,Косметологические услуги,"Криодеструкция 1 элемента доброкачественного новообразования кожи вирусной этиологии (бородавка, папиллома, контагиозный моллюск, кондилома)","2,02",
397,kvd.by,Косметологические услуги,Криотерапия при воспалительных заболеваниях кожи,"4,7",
398,kvd.by,Косметологические услуги,"Криодеструкция доброкачествен. новообразований кожи и красной каймы губ до 0,5 см","4,54",
399,kvd.by,Косметологические услуги,"Криодеструкция доброкачествен. новообразований кожи и красной каймы губ от 0,5 см до 1 см","6,13",
400,kvd.by,Косметологические услуги,"Криодеструкция телеангиоэктазий, участков гиперпигментации, гиперкератоза за 1 кв. см","3,86",
401,kvd.by,Косметологические услуги,Криодеструкция рубцов за 1 см,"6,42",
402,kvd.by,Косметологические услуги,Механическое удаление контагиозного моллюска (1-го элемента),"4,34",
403,kvd.by,Косметологические услуги,"Электро-радиокоагуляция 1 элемента доброкачествен. новообразования кожи вирусной этиологии (бородавка, папиллома, контагиозный моллюск, кондилома)","6,42",
404,kvd.by,Косметологические услуги,"Электро-радиокоагуляция доброкачествен. новообразований кожи до 0,5 см","7,75",
405,kvd.by,Косметологические услуги,Электро-радиокоагуляция доброкачественных сосудистых новообразований кожи и красной каймы губ за 1 кв. см,"11,76",
406,kvd.by,Косметологические услуги,"Электрокоагуляция доброкачествен. новообразований кожи и красной каймы губ от 0,5 см до 1 см","14,69",
407,kvd.by,Косметологические услуги,"Электро-радиокоагуляция телеангиоэктазий, участков гиперпигментации, гиперкератоза за 1 кв. см","11,02",
408,kvd.by,Косметологические услуги,"Электро-радиокоагуляция воспалительного инфильтрата кожи за 1 элемент (угри, нагноившиеся кисты сальных желез)","6,24",
409,kvd.by,Косметологические услуги,Электро-радиокоагуляция невусов за 1 мм,"6,24",
410,kvd.by,Косметологические услуги,Электро-радиокоагуляция гипертрофических рубцов после перенесенных воспалительных заболеваний кожи за 1 см,"10,96",
411,kvd.by,Косметологические услуги,Устранение пигментной импрегнации (татуировки) кожи методом электро-радиокоагуляции за 1 кв. см,"19,85",
412,kvd.by,Косметологические услуги,Коррекция функциональных морщин препаратом на основе ботулотоксина лобной области,"259,62",
413,kvd.by,Косметологические услуги,Коррекция функциональных морщин препаратом на основе ботулотоксина (нейронокс) лобной области,"204,45",
414,kvd.by,Косметологические услуги,Коррекция функциональных морщин препаратом на основе ботулотоксина области переносицы,"259,62",
415,kvd.by,Косметологические услуги,Коррекция функциональных морщин препаратом на основе ботулотоксина (нейронокс) области переносицы,"204,45",
416,kvd.by,Косметологические услуги,Коррекция функциональных морщин препаратом на основе ботулотоксина периорбитальных областей,"259,62",
417,kvd.by,Косметологические услуги,Коррекция функциональных морщин препаратом на основе ботулотоксина (нейронокс) периорбитальных областей,"204,45",
418,kvd.by,Косметологические услуги,Коррекция локального гипергидроза препаратом на основе ботулотоксина подмышечных областей,"838,77",
419,kvd.by,Косметологические услуги,Коррекция локального гипергидроза препаратом на основе ботулотоксина (нейронокс) подмышечных областей,"618,19",
420,kvd.by,Косметологические услуги,Коррекция локального гипергидроза препаратом на основе ботулотоксина кистей рук,"838,88",
421,kvd.by,Косметологические услуги,Коррекция локального гипергидроза препаратом на основе ботулотоксина (нейронокс) кистей рук,"618,19",
422,kvd.by,Косметологические услуги,Коррекция локального гипергидроза препаратом на основе ботулотоксина стоп,"838,88",
423,kvd.by,Косметологические услуги,Коррекция локального гипергидроза препаратом на основе ботулотоксина (нейронокс) стоп,"618,19",
424,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи лица,"130,89",
425,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи в области щек,"76,68",
426,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи в лобной области,"76,68",
427,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи в области носа,"41,46",
428,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи в подбородочной области,"41,02",
429,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи в области верхней губы,"41,5",
430,kvd.by,Косметологические услуги,Фотолечение возврастных изменений кожи в области шеи,"80,91",
431,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи в области передней поверхности грудной клетки,"94,31",
432,kvd.by,Косметологические услуги,Фотолечение возрастных изменений кожи тыльной поверхности кистей,"76,08",
433,kvd.by,Косметологические услуги,Фотолечение угревой болезни.розацеа,"105,47",
434,kvd.by,Косметологические услуги,Фотоэпиляция в области верхней губы (1 импульс),"5,92",
435,kvd.by,Косметологические услуги,Фотоэпиляция в подбородочной области (1 импульс),"4,33",
436,kvd.by,Косметологические услуги,"Фотоэпиляция в области шеи, на щеках (1 импульс)","3,21",
437,kvd.by,Косметологические услуги,Фотоэпиляция в области конечностей (1 импульс),"1,04",
438,kvd.by,Косметологические услуги,Фотоэпиляция в подмышечной области (1 импульс),"2,63",
439,kvd.by,Косметологические услуги,Фотоэпиляция в области грудной клетки у мужчин (1 импульс),"1,66",
440,kvd.by,Косметологические услуги,Фотоэпиляция в области грудной клетки у женщин (1 импульс),"4,73",
441,kvd.by,Косметологические услуги,Фотоэпиляция в области паховых складок (1импульс),"2,63",
442,kvd.by,Косметологические услуги,Фотоэпиляция в области наружных половых органов (1 импульс),"4,27",
443,kvd.by,Косметологические услуги,Фотоэпиляция в ягодичной области (1 импульс),"1,1",
444,kvd.by,Косметологические услуги,Фотоэпиляция в пояснично-крестцовой области (1 импульс),"1,43",
445,kvd.by,Косметологические услуги,Фотоэпиляция в области промежности (1 импульс),"6,34",
446,kvd.by,Косметологические услуги,Фотоэпиляция на коже спины (1 импульс),"1,03",
447,kvd.by,Косметологические услуги,Фотоэпиляция на пальцах (1 импульс),"2,05",
448,kvd.by,Косметологические услуги,Фотоэпиляция в области живота у женщин (1 импульс),"1,6",
449,kvd.by,Косметологические услуги,Фотоэпиляция в области живота у мужчин (1 импульс),"1,21",
450,kvd.by,Косметологические услуги,Процедура PRP- терапии,"93,48",
451,kvd.by,Косметологические услуги,Инъекционная контурная коррекция статических морщин аутологическим тромбинофибриновым гелем (PRP- терапии),"124,29",
452,kvd.by,Косметологические услуги,Забор крови для PRP-терапии,"1,86",
453,kvd.by,Косметологические услуги,Дополнительные материалы,,
454,kvd.by,Косметологические услуги,Комплект для химических пилингов и инъекционных процедур,"1,29",
455,kvd.by,Косметологические услуги,Комплект для криодеструкции и электрокоагуляции,"1,75",
456,kvd.by,Косметологические услуги,Комплект для демакияжа,"0,23",
457,kvd.by,Косметологические услуги,Дексаметазон (ампула),"0,47",
458,kvd.by,Косметологические услуги,Иньекция дексаметазона,"0,96",
459,kvd.by,Косметологические услуги,Шприц одноразовый,"0,22",
460,kvd.by,Косметологические услуги,Щприц одноразовый 3мл трёхкомпонентный OMNIFIX LUER DUO с иглой 23G № 1,"0,24",
461,kvd.by,Косметологические услуги,Игла PRE-300131-30G*13mm,"1,76",
462,kvd.by,Косметологические услуги,Игла PRE-32004 *32G*4мм для подкожных инъекций ТСК,"3,16",
463,kvd.by,Косметологические услуги,Отрез одноразовый 70*110,"0,49",
464,kvd.by,Косметологические услуги,Имплантант вязкоэластичный REVOFIL AQASHINE BR,"222,01",
465,kvd.by,Косметологические услуги,"Гель-крем ""Lighfrosta","3,27",
466,kvd.by,Косметологические услуги,Постпилинговый защитный крем RDM-5,"27,2",
467,kvd.by,Косметологические услуги,Набор пробирок REGENKIT -BCT-3,"203,7",
468,kvd.by,Косметологические услуги,КОЛЛОСТ гель 7%,"194,13",
469,kvd.by,Косметологические услуги,Импланты гелевые на основе полинуклеатидов PLINEST,231,
470,kvd.by,Косметологические услуги,Гель для внутридермального введения на основе полинуклеотидов и гиалуроновой кислоты NEWEST,"243,44",
471,kvd.by,Косметологические услуги,КОЛЛОСТ гель 0.1 см3 проба,"52,41",
472,kvd.by,Косметологические услуги,Импланты REGENYAL IDEA,"171,43",
473,kvd.by,Косметологические услуги,ИМПЛАНТЫ REGENYAL SUPER IDEA,"168,18",
474,kvd.by,Косметологические услуги,ИМПЛАНТЫ REGENYAL BIOREGEN,"88,15",
475,kvd.by,Косметологические услуги,Косметология,,
476,kvd.by,Косметологические услуги,Паровая ванночка,"5,58",
477,kvd.by,Косметологические услуги,Гидрирующая маска,"7,65",
478,kvd.by,Косметологические услуги,Противокуперозная маска для профилактики и лечения возрастной атрофии кожи лица,"13,81",
479,kvd.by,Косметологические услуги,Маска для профилактики и лечения воспалительных заболеваний кожи лица,"9,77",
480,kvd.by,Косметологические услуги,Массаж лица по Жаке,"4,45",
481,kvd.by,Косметологические услуги,Очищение кожи лица механическое,"11,86",
482,kvd.by,Косметологические услуги,Дарсонвализация лица,"4,2",
483,kvd.by,Медицинский осмотр,Медицинский осмотр с выдачей заключения,4.42,
484,kvd.by,Медицинский осмотр,Анализ крови на сифилис методом ИФА,7.53,
485,kvd.by,Медицинский осмотр,Мазок на гонорею (мужчины),7.91,
486,kvd.by,Медицинский осмотр,Мазок на гонорею (женщины),13.55,
487,kvd.by,Медицинский осмотр,Медицинское обследование с выдачей заключения (мужчины),28.22,
488,kvd.by,Медицинский осмотр,Медицинское обследование с выдачей заключения (женщины),33.86,
489,kvd.by,Консультации врачей-специалистов,Консультация врача высшей категории,"19,26",
490,kvd.by,Консультации врачей-специалистов,Консультация врача первой категории,"18,61",
491,kvd.by,Консультации врачей-специалистов,Консультация врача второй категории,"17,75",
492,kvd.by,Консультации врачей-специалистов,Консультация доцента доктора наук,"35,1",
493,kvd.by,Консультации врачей-специалистов,Консультация профессора доктора наук,"41,08",
494,kvd.by,Физиотерапия,Электролечение,,
495,kvd.by,Физиотерапия,Амплипульстерапия,3.83,
496,kvd.by,Физиотерапия,"Интерференцтерапия на аппарате ""Псориамед""",3.91,
497,kvd.by,Физиотерапия,Дарсонвализация,3.94,
498,kvd.by,Физиотерапия,Магнитотерапия местная,3.55,
499,kvd.by,Физиотерапия,Определение биодозы,2.53,
500,kvd.by,Физиотерапия,Ультрафиолетовое облучение общее,5.72,
501,kvd.by,Физиотерапия,Ультрафиолетовое облучение местное,2.87,
502,kvd.by,Физиотерапия,Видимое инфокрасное облучение общее.местное (Биотрон),2.4,
503,kvd.by,Физиотерапия,"Лазероперапия,магнитолазеротерапия чрескожное(РИКТА)",2.38,
504,kvd.by,Физиотерапия,"Надвенное лазерное облучение, магнитолазерное облучение",2.92,
505,kvd.by,Физиотерапия,Процедура фототерапии в дематологическом облучателе передвижного (локального) типа ОД-П-160,7.54,
506,kvd.by,Физиотерапия,Процедура фототерапии в дематологическом облучателе кабинного типа ОД-П-3-2400-24Э,8.38,
507,kvd.by,Физиотерапия,Процедура фототерапии дематологическим облучателем стационарного (над кушеткой) типа ОД-П-2-320,9.19,
508,kvd.by,Физиотерапия,Ультрафонофорез,4.05,
509,kvd.by,Физиотерапия,Ванны с оксидатом торфа,3.79,
510,kvd.by,Физиотерапия,Сапропелевые ванны,5.62,
511,kvd.by,Физиотерапия,Ванны с морской солью,3.8,
512,kvd.by,Физиотерапия,Апликации сакской грязи местная,8.22,
513,kvd.by,Физиотерапия,Отрез однаразовый 70*110,0.26,
514,kvd.by,Физиотерапия,Салфетка 25*25,0.51,
515,kvd.by,Исследования клинико-диагностической лаборатории,Общий анализ крови из пальца,"11,61",
516,kvd.by,Исследования клинико-диагностической лаборатории,Общий анализ мочи,"3,81",
517,kvd.by,Исследования клинико-диагностической лаборатории,Исследование маркеров аллергии методом иммуноблотинга (смешанная панель №1),"71,08",
518,kvd.by,Исследования клинико-диагностической лаборатории,Исследование маркеров аллергии методом иммуноблотинга (ингаляционная панель №2),"71,08",
519,kvd.by,Исследования клинико-диагностической лаборатории,Исследование маркеров аллергии методом иммунодлотинга (пищевая панель №3),"71,08",
520,kvd.by,Исследования клинико-диагностической лаборатории,Исследование маркеров аллергии методом иммуноблотинга (педиатрическая панель №4),"72,42",
521,kvd.by,Исследования клинико-диагностической лаборатории,Реакция агломерации лейкоцитов (один препарат),"4,86",
522,kvd.by,Исследования клинико-диагностической лаборатории,Реакция агломерации лейкоцитов (каждый последующий препарат),"6,05",
523,kvd.by,Исследования клинико-диагностической лаборатории,Определение глюкозы в сыворотке крови,"3,00",
524,kvd.by,Исследования клинико-диагностической лаборатории,Исследование состояния гемостаза без забора крови,"34,89",
525,kvd.by,Исследования клинико-диагностической лаборатории,Определение содержания фибриногена в плазме крови без забора крови,"9,29",
526,kvd.by,Исследования клинико-диагностической лаборатории,"Микроскопическое исследование отделяемого мочеполовых органов, окрашенных метиленовым синим","3,28",
527,kvd.by,Исследования клинико-диагностической лаборатории,"Микроскопическое исследование отделяемого мочеполовых органов, окрашенных по Грамму","4,23",
528,kvd.by,Исследования клинико-диагностической лаборатории,БИОХИМИЧЕСКИЙ АНАЛИЗ КРОВИ - Общий белок,"0,80",
529,kvd.by,Исследования клинико-диагностической лаборатории,Мочевина,"0,33",
530,kvd.by,Исследования клинико-диагностической лаборатории,Общий холестерин,"0,29",
531,kvd.by,Исследования клинико-диагностической лаборатории,Креатинин,"0,28",
532,kvd.by,Исследования клинико-диагностической лаборатории,Мочевая кислота,"0,33",
533,kvd.by,Исследования клинико-диагностической лаборатории,Общий билирубин,"0,33",
534,kvd.by,Исследования клинико-диагностической лаборатории,Прямой билирубин,"0,31",
535,kvd.by,Исследования клинико-диагностической лаборатории,Триглицириды,"0,36",
536,kvd.by,Исследования клинико-диагностической лаборатории,АСТ,"0,31",
537,kvd.by,Исследования клинико-диагностической лаборатории,АЛТ,"0,31",
538,kvd.by,Исследования клинико-диагностической лаборатории,Глюкоза,"0,28",
539,kvd.by,Исследования клинико-диагностической лаборатории,Криатинкиназа,"0,53",
540,kvd.by,Исследования клинико-диагностической лаборатории,ЛДГ,"0,32",
541,kvd.by,Исследования клинико-диагностической лаборатории,Щелочная фосфатаза,"0,29",
542,kvd.by,Исследования клинико-диагностической лаборатории,ГГТП,"0,40",
543,kvd.by,Исследования клинико-диагностической лаборатории,Кальций,"0,29",
544,kvd.by,Исследования клинико-диагностической лаборатории,Магний,"0,30",
545,kvd.by,Исследования клинико-диагностической лаборатории,Фосфор,"0,31",
546,kvd.by,Исследования клинико-диагностической лаборатории,Амилаза,"0,65",
547,kvd.by,Исследования клинико-диагностической лаборатории,Железо,"0,34",
548,kvd.by,Исследования клинико-диагностической лаборатории,Альбумин,"0,29",
549,kvd.by,Исследования клинико-диагностической лаборатории,Креатинкиназа-МБ,"1,15",
550,kvd.by,Исследования клинико-диагностической лаборатории,Холестирин -ЛПВП,"1,54",
551,kvd.by,Исследования клинико-диагностической лаборатории,АСЛ,"3,94",
552,kvd.by,Исследования клинико-диагностической лаборатории,РФ,"3,92",
553,kvd.by,Исследования клинико-диагностической лаборатории,СРБ,"3,93",
554,kvd.by,Исследования клинико-диагностической лаборатории,Реагенты дианостические для биохимического исследования крови,"0,80",
555,kvd.by,Исследования клинико-диагностической лаборатории,Расходные материалы,"1,68",
556,kvd.by,Исследования клинико-диагностической лаборатории,Исследования эякулята человека,"17,24",
557,kvd.by,Исследования клинико-диагностической лаборатории,Прием и регистрация проб,"0,62",
558,kvd.by,Гормональные исследования (анализ крови на гормоны),гормоны без забора,,
559,kvd.by,Гормональные исследования (анализ крови на гормоны),"Обработка венозной крови для получения сыворотки с приемом и регистрацией  проб(п.1.5.1+1,2)","1,24",
560,kvd.by,Гормональные исследования (анализ крови на гормоны),"Иммуноферментный анализ крови на половые гормоны (пролактин,  тестестерон, прогестерон, эстрадиол ,ФСГ, ЛГ, кортизол) с пипетирование и регистрацией согласно протоколу","55,86",
561,kvd.by,РРЛ по диагностике сифилиса,,,
562,kvd.by,РРЛ по диагностике сифилиса,Определение иммуноглобулинов к бледной трепонеме методом ИФА,"5,19",
563,kvd.by,РРЛ по диагностике сифилиса,Комплекс ИФА+RPR,"12,41",
564,kvd.by,РРЛ по диагностике сифилиса,Реакция быстрых плазменных реагинов ( RPR) качественный метод,"8,36",
565,kvd.by,РРЛ по диагностике сифилиса,Реакция быстрых плазменных реагинов (RPR) количественный метод,"8,31",
566,kvd.by,РРЛ по диагностике сифилиса,Реакция пассивной гемагглютинации (РПГА) качественный метод,"10,68",
567,kvd.by,РРЛ по диагностике сифилиса,Реакция пассивной гемагглютинации( РПГА) количественным методом,"25,32",
568,kvd.by,РРЛ по диагностике сифилиса,Реакция иммунофлуоресценции (РИФ)качественный метод (с нефиксированным на стекле антигеном),"22,4",
569,kvd.by,РРЛ по диагностике сифилиса,Реакция иммунофлуоресценции (РИФ) количественный метод (с нефиксированным на стекле антигеном),"47,86",
570,kvd.by,РРЛ по диагностике сифилиса,Антитела к спайковому (S)белку SARS-Cov-2) Ig G (полуколичественное определение ). Оценка постинфекционного .поствакционного иммунитета.,"3,85",
