,source,chapter,analysis_name,analysis_cost,analysis_comment
795,invitro.by,,"Цитомегаловирус, определение ДНК (Cytomegalovirus, DNA) в соскобе эпителиальных клеток конъюнктивы",15 руб. 20 коп.,
796,invitro.by,,"Цитомегаловирус, определение ДНК (Cytomegalovirus, DNA) в соскобе эпителиальных клеток урогенитального тракта",15 руб. 20 коп.,
797,invitro.by,,"Цитомегаловирус, определение ДНК (Cytomegalovirus, DNA) в секрете простаты, эякуляте",15 руб. 78 коп.,
798,invitro.by,,"Цитомегаловирус, определение ДНК (Cytomegalovirus, DNA) в слюне",15 руб. 20 коп.,
799,invitro.by,,"Цитомегаловирус, определение ДНК, Cytomegalovirus, DNA в соскобе эпителиальных клеток ротоглотки",15 руб. 20 коп.,
800,invitro.by,,"Цитомегаловирус, определение ДНК, Cytomegalovirus, DNA в соскобе эпителиальных клеток слизистой носа",15 руб. 20 коп.,
801,invitro.by,,"Цитомегаловирус, определение ДНК (Cytomegalovirus, DNA)в моче",15 руб. 64 коп.,
802,invitro.by,,"Цитомегаловирус, определение ДНК (Cytomegalovirus, DNA) в крови",14 руб. 83 коп.,
803,invitro.by,,Anti-Rubella-IgG (Антитела класса IgG к вирусу краснухи),24 руб. 68 коп.,
804,invitro.by,,Anti-Rubella-IgM (Антитела класса IgM к вирусу краснухи),15 руб. 47 коп.,
805,invitro.by,,"Вирус краснухи, определение РНК (Rubella virus, RNA) в сыворотке крови",38 руб. 04 коп.,
806,invitro.by,,Антитела класса IgG к вирусу кори,13 руб. 88 коп.,
807,invitro.by,,Антитела класса IgM к вирусу кори,18 руб. 64 коп.,
808,invitro.by,,Антитела класса IgM к Respiratory syncyt. vir.,17 руб. 02 коп.,
809,invitro.by,,Антитела класса IgA к аденовирусу,20 руб. 12 коп.,
810,invitro.by,,"Ротавирус (Rotavirus, диарейный синдром), антигенный тест, (кал)",20 руб. 04 коп.,
811,invitro.by,,"Вирус папилломы человека высокого онкогенного риска, скрининг 14 типов: 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68, определение ДНК (HPV DNA, 14 Types (16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68) Screening ).",33 руб. 04 коп.,
812,invitro.by,,"Вирус папилломы человека высокого онкогенного риска, определение ДНК 16 и 18 типов в соскобе эпителиальных клеток урогенитального тракта (HPV DNA, Scrape of Urogenital Epithelial Cells, 2 Types (16, 18)).",39 руб. 96 коп.,
813,invitro.by,,"ДНК ВПЧ ВКР скрин-титр (16,18,31,33,35,39,45,51,52,56, 58,59) количественное + КВМ в соскобе эпителиальных клеток урогенитального тракта",38 руб. 75 коп.,
814,invitro.by,,"ДНК ВПЧ (ВКР 16; 18; 26; 31; 33; 35; 39; 45; 51; 52; 53; 56; 58; 59; 66; 68; 73; 82; НКР 6, 11, 44) типирование и количественное определение",71 руб. 74 коп.,
815,invitro.by,,Дифференцированное определение ДНК ВПЧ 6 и 11 типов,18 руб. 02 коп.,
816,invitro.by,,Антитела класса IgG,13 руб. 61 коп.,
817,invitro.by,,Антитела класса IgM,14 руб. 25 коп.,
818,invitro.by,,Антитела класса IgG к вирусу эпидемического паротита,26 руб. 99 коп.,
819,invitro.by,,Антитела класса IgA к Ureaplasma urealyticum,21 руб. 99 коп.,
820,invitro.by,,Антитела класса IgG к Ureaplasma urealyticum,21 руб. 99 коп.,
821,invitro.by,,"Антитела к дифтерийному анатоксину, IgG Diphtheria Toxoid IgG Antibody",34 руб. 00 коп.,
822,invitro.by,,"Антитела к столбнячному анатоксину, IgG Tetanus Toxoid IgG Antibody",34 руб. 00 коп.,
823,invitro.by,,"Хеликобактер пилори, определение ДНК в кале с помощью ПЦР (Helicobacter pylori, DNA, feces)",30 руб. 30 коп.,
824,invitro.by,,Посев раневого отделяемого и тканей на микрофлору и определение чувствительности к антимикробным препаратам (Wound/pus/aspirate/tissue Culture. Aerobic Bacteria Identification and Antibiotic Susceptibility testing),32 руб. 28 коп.,
825,invitro.by,,Anti-Mycoplasma pneumoniae-IgА(Антитела класса IgА к Mycoplasma pneumonia),13 руб. 03 коп.,
826,invitro.by,,Anti-Mycoplasma pneumoniae-IgG (Антитела класса IgG к Mycoplasma pneumonia),11 руб. 75 коп.,
827,invitro.by,,Anti-Mycoplasma pneumoniae-IgM (Антитела класса IgM к Mycoplasma pneumonia),12 руб. 15 коп.,
828,invitro.by,,"Криптоспоридии парвум (Cryptosporidium parvum), диарейный синдром, антигенный тест, (кал)",59 руб. 42 коп.,
829,invitro.by,,"Микроскопическое (бактериоскопическое) исследование мазка (Bacterioscopic examination of different smears (vaginal, cervical, urethral, sputum etc).",3 руб. 52 коп.,
830,invitro.by,,"Посев на микрофлору и определение чувствительности к антибиотикам, (моча)",18 руб. 33 коп.,
831,invitro.by,,"Посев на микрофлору и определение чувствительности к антибиотикам, (отделяемое половых органов)",29 руб. 04 коп.,
832,invitro.by,,"Посев на микрофлору и определение чувствительности к антибиотикам, (грудное молоко)",16 руб. 68 коп.,
833,invitro.by,,"Посев на микрофлору и определение чувствительности к антибиотикам, (отделяемое коньюнктивы глаза)",18 руб. 70 коп.,
834,invitro.by,,"Посев отделяемого верхних дыхательных путей на микрофлору и определение чувствительности к антибиотикам (Upper Respiratory Culture, Routine. Aerobic Bacteria Identification and Antibiotic Susceptibility testing)",26 руб. 22 коп.,
835,invitro.by,,"Посев на микрофлору и определение чувствительности к антибиотикам, (отделяемое уха)",18 руб. 70 коп.,
836,invitro.by,,"Посев на микрофлору и определение чувствительности к антибиотикам (с микроскопией нативного препарата), (мокрота)",33 руб. 53 коп.,
837,invitro.by,,"Посев отделяемого из уха на микрофлору, определение чувствительности к антимикробным препаратам и бактериофагам",28 руб. 49 коп.,
838,invitro.by,,"Посев отделяемого верхних дыхательных путей на микрофлору, определение чувствительности к антибиотикам и бактериофагам",31 руб. 76 коп.,
839,invitro.by,,Сифилис RPR (Rapid Plasma Reagin – антикардиолипиновый тест),2 руб. 22 коп.,
840,invitro.by,,Сифилис EIA (ИФА) IgG/IgM,16 руб. 02 коп.,
841,invitro.by,,Антитела класса IgG к Borrelia burgdorferi,21 руб. 79 коп.,
842,invitro.by,,Антитела класса IgM к Borrelia burgdorferi,22 руб. 66 коп.,
843,invitro.by,,"Гонококк, определение ДНК (Neisseria gonorrhoeae, DNA) в соскобе эпителиальных клеток урогенитального тракта",18 руб. 14 коп.,
844,invitro.by,,"Гонококк, определение ДНК (Neisseria gonorrhoeae, DNA) в соскобе эпителиальных клеток ротоглотки",18 руб. 14 коп.,
845,invitro.by,,"Гонококк, определение ДНК (Neisseria gonorrhoeae, DNA) в соскобе эпителиальных клеток конъюнктивы",18 руб. 14 коп.,
846,invitro.by,,"Гонококк, определение ДНК (Neisseria gonorrhoeae, DNA) в секрете простаты, эякуляте",18 руб. 72 коп.,
847,invitro.by,,"Гонококк, определение ДНК (Neisseria gonorrhoeae, DNA) в моче",18 руб. 58 коп.,
848,invitro.by,,"Хеликобактер пилори (H. pylori), антигенный тест",37 руб. 57 коп.,
849,invitro.by,,"Микоплазма, определение ДНК (Mycoplasma genitalium, DNA) в соскобе эпителиальных клеток урогенитального тракта",17 руб. 34 коп.,
850,invitro.by,,"Микоплазма, определение ДНК (Mycoplasma genitalium, DNA) в секрете простаты, эякуляте",17 руб. 32 коп.,
851,invitro.by,,"Микоплазма, определение ДНК (Mycoplasma genitalium, DNA) в моче",17 руб. 96 коп.,
852,invitro.by,,"Микоплазма, определение ДНК (Mycoplasma hominis, DNA ) в соскобе эпителиальных клеток урогенитального тракта",16 руб. 98 коп.,
853,invitro.by,,"Микоплазма, определение ДНК (Mycoplasma hominis, DNA ) в секрете простаты, эякуляте",17 руб. 56 коп.,
854,invitro.by,,"Микоплазма, определение ДНК (Mycoplasma hominis, DNA ) в моче",17 руб. 41 коп.,
855,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma parvum, DNA) в соскобе эпителиальных клеток урогенитального тракта",16 руб. 24 коп.,
856,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma parvum, DNA) в моче",16 руб. 67 коп.,
857,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma urealyticum+parvum, DNA) в соскобе эпителиальных клеток урогенитального тракта",16 руб. 24 коп.,
858,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma urealyticum, DNA) в секрете простаты, эякуляте",16 руб. 82 коп.,
859,invitro.by,,"Уреаплазма , определение ДНК (Ureaplasma urealyticum, DNA) в моче",16 руб. 67 коп.,
860,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma urealyticum+parvum, DNA) в секрете простаты, эякуляте",16 руб. 82 коп.,
861,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma urealyticum, DNA) в соскобе эпителиальных клеток урогенитального тракта",16 руб. 24 коп.,
862,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma urealyticum+parvum, DNA) в моче",16 руб. 67 коп.,
863,invitro.by,,"Уреаплазма, определение ДНК (Ureaplasma parvum, DNA) в секрете простаты, эякуляте",16 руб. 82 коп.,
864,invitro.by,,Anti-Chlamydia tr.-IgA (Антитела класса IgA к Chlamydia trachomatis),12 руб. 92 коп.,
865,invitro.by,,Anti-Chlamydia tr.-IgG (Антитела класса IgG к Chlamydia trachomatis),11 руб. 42 коп.,
866,invitro.by,,Anti-Сhlamydia tr.-IgM,13 руб. 03 коп.,
867,invitro.by,,"Хламидии, определение ДНК (Chlamydia trachomatis, DNA) в соскобе эпителиальных клеток урогенитального тракта",17 руб. 16 коп.,
868,invitro.by,,"Хламидии, определение ДНК (Chlamydia trachomatis, DNA) в соскобе эпителиальных клеток ротоглотки",17 руб. 50 коп.,
869,invitro.by,,"Хламидии, определение ДНК (Chlamydia trachomatis, DNA) в соскобе эпителиальных клеток конъюнктивы",17 руб. 50 коп.,
870,invitro.by,,"Хламидии, определение ДНК (Chlamydia trachomatis, DNA) в секрете простаты, эякуляте",18 руб. 08 коп.,
871,invitro.by,,"Хламидии, определение ДНК (Chlamydia trachomatis, DNA) в моче",17 руб. 93 коп.,
872,invitro.by,,Anti-Сhlamydia pneum.-IgA (антитела класса IgA к Chlamydia pneumonia),11 руб. 92 коп.,
873,invitro.by,,Anti-Сhlamydia pneum.-IgM (антитела класса IgM к Chlamydia pneumonia),13 руб. 98 коп.,
874,invitro.by,,Anti-Сhlamydia pneum.-IgG (антитела класса IgG к Chlamydia pneumonia),11 руб. 59 коп.,
875,invitro.by,,"Хламидия, определение ДНК (Chlamydophila pneumoniae, DNA) в мокроте, смывах, лаважной жидкости",19 руб. 42 коп.,
876,invitro.by,,"Хламидия, определение ДНК (Chlamydophila pneumoniae, DNA) в плазме крови",19 руб. 42 коп.,
877,invitro.by,,"Хламидия, определение ДНК (Chlamydophila pneumoniae, DNA) в слюне",19 руб. 42 коп.,
878,invitro.by,,"Хламидия, определение ДНК (Chlamydophila pneumoniae, DNA) в соскобе эпителиальных клеток ротоглотки",19 руб. 42 коп.,
879,invitro.by,,"Хламидии, определение ДНК (Chlamydia trachomatis, DNA) в синовиальной жидкости.",15 руб. 28 коп.,
880,invitro.by,,"Посев на листерии (Listeria monocytogenes, листериоз)",40 руб. 34 коп.,
881,invitro.by,,"Стрептококк группы А (Streptococcus group A, S.pyogenes), антигенный тест, мазок из ротоглотки",18 руб. 53 коп.,
882,invitro.by,,"Посев на бета-гемолитический стрептококк группы А (Streptococcusgroup A, S.pyogenes) и определение чувствительности к антимикробным препаратам",35 руб. 67 коп.,
883,invitro.by,,"Посев на золотистый стафилококк (Staphylococcus aureus) и определение чувствительности к антибиотикам, (Отделяемое ротоглотки, носа, околоносовых пазух, кал и др.)",27 руб. 18 коп.,
884,invitro.by,,"Посев на золотистый стафилококк (S. aureus), и определение чувствительности к антимикробным препаратам и бактериофагам",28 руб. 39 коп.,
885,invitro.by,,"Посев на золотистый стафилококк МРЗС (S.aureus, MRSA), определение чувствительности к антимикробным препаратам и бактериофагам",18 руб. 18 коп.,
886,invitro.by,,Антиген Aspergillus (галактоманнан) в сыворотке крови (Aspergillus antigen (galactomannan) in serum),213 руб. 91 коп.,
887,invitro.by,,"Кандида, определение ДНК (Candida albicans, DNA) в соскобе эпителиальных клеток урогенитального тракта",12 руб. 66 коп.,
888,invitro.by,,"Кандида, определение ДНК (Candida albicans, DNA) в слюне",12 руб. 66 коп.,
889,invitro.by,,"Кандида, определение ДНК (Candida albicans, DNA) в соскобе эпителиальных клеток ротоглотки",12 руб. 66 коп.,
890,invitro.by,,"Кандида, определение ДНК (Candida albicans, DNA) в соскобе эпителиальныхклеток кожи",12 руб. 66 коп.,
891,invitro.by,,"Кандида, определение ДНК (Candida albicans, DNA) в секрете простаты, эякуляте",13 руб. 24 коп.,
892,invitro.by,,"Кандида, определение ДНК (Candida albicans, DNA) в моче",13 руб. 10 коп.,
893,invitro.by,,"Посев на дрожжеподобные грибы (родов Candida, Cryptococcus) с определением чувствительности к антимикотическим препаратам (Yeast Culture. Identification and Antimycotic Susceptibility testing)",13 руб. 23 коп.,
894,invitro.by,,"ИНБИОФЛОР. Кандидоз, скрининг и типирование.",34 руб. 87 коп.,
895,invitro.by,,"ИНБИОФЛОР. Кандидоз, типирование.",23 руб. 32 коп.,
896,invitro.by,,"ИНБИОФЛОР. Кандидоз, скрининг.",19 руб. 02 коп.,
897,invitro.by,,Авидность антител класса IgG к Toxoplasma gondii (anti-Toxo-IgG avidity),29 руб. 70 коп.,
898,invitro.by,,"Скрининговое исследование на выявление возбудителей кишечных паразитозов (лямблиоза, амебиаза, бластоцистной инвазии, криптоспоридиоза, изоспороза) методом ПЦР, тест-система Прото-скрин (Screening of intestinal parasitoses. PROTO-screen assay)",74 руб. 37 коп.,
899,invitro.by,,Анализ кала на простейшие,7 руб. 60 коп.,
900,invitro.by,,Антитела класса IgG к Entamoeba histolytica,16 руб. 28 коп.,
901,invitro.by,,"Антитела к антигенам лямблий суммарные IgA, IgM, IgG",9 руб. 18 коп.,
902,invitro.by,,"Лямблии (Giardia liamblia), диарейный синдром, антигенный тест (Giardia liamblia. Rapid immunосhromotographic assay)",34 руб. 53 коп.,
903,invitro.by,,Anti-Toxo-IgG (Антитела класса IgG к Тoxoplasma gondii),21 руб. 61 коп.,
904,invitro.by,,Anti-Toxo-IgM (Антитела класса IgM к Тoxoplasma gondii),23 руб. 06 коп.,
905,invitro.by,,Токсоплазма (Toxoplasma gondii) определение ДНК (цельная кровь),31 руб. 00 коп.,
906,invitro.by,,"Трихомонада, определение ДНК (Trichomonas vaginalis, DNA) в соскобе эпителиальных клеток урогенитального тракта",16 руб. 07 коп.,
907,invitro.by,,"Трихомонада, определение ДНК (Trichomonas vaginalis, DNA) в секрете простаты, эякуляте",16 руб. 65 коп.,
908,invitro.by,,"Трихомонада, определение ДНК (Trichomonas vaginalis, DNA) в моче",16 руб. 51 коп.,
909,invitro.by,,"Антитела к возбудителю анизакидоза (нематодам рода Anisakis), IgG (Anisakis, IgG)",21 руб. 35 коп.,
910,invitro.by,,"Антитела к возбудителю клонорхоза, IgG (Clonorchis sinensis, IgG)",21 руб. 35 коп.,
911,invitro.by,,"Скрининговое ПЦР-исследование возбудителей гельминтозов (энтеробиоза, аскаридоза, дифиллоботриоза, описторхоза, тениоза), тест-система Гельмо-скрин (Screening PCR of pathogens of helminthiasis. Gelmo-screen assay)",70 руб. 47 коп.,
912,invitro.by,,Анализ кала на яйца гельминтов,10 руб. 10 коп.,
913,invitro.by,,Анализ кала на энтеробиоз,2 руб. 32 коп.,
914,invitro.by,,Антитела к аскаридам IgG,13 руб. 59 коп.,
915,invitro.by,,Антитела класса IgG к антигенам токсокар,12 руб. 76 коп.,
916,invitro.by,,Анти–Описторхис-IgG (антитела класса IgG к антигенам описторхиса),9 руб. 45 коп.,
917,invitro.by,,Anti-Opisthorchis felineus IgM (антитела класса IgM к антигенам кошачьей двуустки Opisthorchis felineus),8 руб. 61 коп.,
918,invitro.by,,Антитела класса IgM к антигенам трихинелл (anti-Trichinella IgМ),10 руб. 84 коп.,
919,invitro.by,,Антитела класса IgG к антигенам трихинелл,12 руб. 99 коп.,
920,invitro.by,,Анти-Эхинококк-IgG (антитела класса IgG к антигенам эхинококка),11 руб. 65 коп.,
921,invitro.by,,"Антитела класса IgA к антигенам Yersinia enterocolitica (Аnti-Yersinia enterocolitica, IgA)",16 руб. 15 коп.,
922,invitro.by,,"ИНБИОФЛОР. Условно-патогенные микоплазмы, мониторинг эффективности лечения (Mycoplasma hominis, ДНК человека (КВМ)).",12 руб. 28 коп.,
923,invitro.by,,"Условно-патогенные микоплазмы, мониторинг эффективности лечения (Ureaplasma parvum, ДНК человека (КВМ)).",17 руб. 12 коп.,
924,invitro.by,,"Условно-патогенные микоплазмы, мониторинг эффективности лечения (Ureaplasma urеalyticum, ДНК человека (КВМ)).",12 руб. 28 коп.,
925,invitro.by,,"ИНБИОФЛОР. Условно-патогенные микоплазмы, скрининг.",18 руб. 85 коп.,
926,invitro.by,,ИНБИОФЛОР. Выявление возбудителей ИППП(4+КВМ).,37 руб. 67 коп.,
927,invitro.by,,Исследование кариотипа (количественные и структурные аномалии хромосом) (Karyotype),283 руб. 88 коп.,
928,invitro.by,,"Комплексная диагностика увеитов (HLA-B27, HLA-B51, HLA-A29) (Diagnosis of uveitis (HLA-B27, HLA-B51, HLA-A29))",293 руб. 89 коп.,
929,invitro.by,,"Наследственные формы панкреатита (гены PRSS1, SPINK1) (Hereditary pancreatitis (PRSS1, SPINK1 genes))",114 руб. 71 коп.,
930,invitro.by,,"Артериальная гипертензия, полная панель (гены ACE, AGT, NOS3) (без описания результатов врачом-генетиком) (Arterial Hypertension: Full Panel (Genes ACE, AGT, NOS3) (without Description))",142 руб. 54 коп.,
931,invitro.by,,"Артериальная гипертензия, полная панель (гены ACE, AGT, NOS3) (Arterial Hypertension: Full Panel (Genes ACE, AGT, NOS3))",369 руб. 76 коп.,
932,invitro.by,,"Болезнь Крона (гены DLG5, NOD2, OCTN1, OCTN2) (Crohn's Disease (Genes DLG5, NOD2, OCTN1, OCTN2))",375 руб. 37 коп.,
933,invitro.by,,"Наследственные случаи рака молочной железы и/или яичников CHEK2, NBS1 (Hereditary Breast and/or Ovarian Cancer) (без описания результатов врачом-генетиком)",37 руб. 17 коп.,
934,invitro.by,,"Наследственные случаи рака молочной железы и/или яичников CHEK2, NBS1 (Hereditary Breast and/or Ovarian Cancer)",72 руб. 67 коп.,
935,invitro.by,,"Гестозы и фетоплацентарная недостаточность (гены ACE, AGT, MTHFR, MTRR, MTR, F2, F5) (без описания результатов врачом-генетиком) (Gestosis and Placental Insufficiency (Genes ACE, AGT, MTHFR, MTRR, MTR, F2, F5) (without Description))",371 руб. 20 коп.,
936,invitro.by,,"Гестозы и фетоплацентарная недостаточность (гены ACE, AGT, MTHFR, MTRR, MTR, F2, F5) (Gestosis and Placental Insufficiency (Genes ACE, AGT, MTHFR, MTRR, MTR, F2, F5))",392 руб. 72 коп.,
937,invitro.by,,Генетические причины нарушений сперматогенеза (6 микроделеций AZF),53 руб. 15 коп.,
938,invitro.by,,Опасность при приёме оральных контрацептивов,43 руб. 84 коп.,
939,invitro.by,,"Врожденная гиперплазия надпочечников, ген CYP21A2, ч.м.",327 руб. 49 коп.,
940,invitro.by,,"Обмен фолиевой кислоты (гены MTHFR, MTRR, MTR) (без описания результатов врачом-генетиком) (Folic Acid Metabolism (Genes MTHFR, MTRR, MTR) (without Description))",61 руб. 83 коп.,
941,invitro.by,,"Генетические факторы мужского бесплодия (гены AR, CFTR; AZF-регион) (Genetic Factors of Male Infertility (Genes AR, CFTR; AZF-Region))",721 руб. 67 коп.,
942,invitro.by,,"Наследственные случаи рака молочной железы и/или яичников BRCA1, BRCA2, CHEK2, NBN (Hereditary Breast and/or Ovarian Cancer )",223 руб. 32 коп.,
943,invitro.by,,"Наследственные случаи рака молочной железы и/или яичников (гены BRCA1, BRCA2) (без описания результатов врачом-генетиком) (Hereditary Breast and/or Ovarian Cancer, HBOC (Genes BRCA1, BRCA2) (without Description))",91 руб. 42 коп.,
944,invitro.by,,"Наследственные случаи рака молочной железы и/или яичников (гены BRCA1, BRCA2) (Hereditary Breast and/or Ovarian Cancer, HBOC (Genes BRCA1, BRCA2))",103 руб. 83 коп.,
945,invitro.by,,"Хочу стать мамой: осложнения беременности (гены F2, F5, MTHFR, MTRR, MTR, ACE, AGT, RHD) (Want to Become a Mother: Pregnancy Complications (Genes F2, F5, MTHFR, MTRR, MTR, ACE, AGT, RHD))",937 руб. 65 коп.,
946,invitro.by,,"Женское бесплодие и осложнение беременности (гены F2, F5, MTHFR, MTRR, MTR, ACE, AGT, RHD, HLA II; кариотип) (Female Infertility, Pregnancy Complication (Genes F2, F5, MTHFR, MTRR, MTR, ACE, AGT, RHD, HLA II; Karyotype))",952 руб. 23 коп.,
947,invitro.by,,Наследственный рак простаты (ген HOXB13) (Hereditary prostate cancer (HOXB13 gene)),113 руб. 78 коп.,
948,invitro.by,,Цитохром P450 2C19. Генотипирование по маркеру CYP2C19 (Cytochrome P450 2C19. Genotyping for the CYP2C19 marker),104 руб. 27 коп.,
949,invitro.by,,"Наследственные случаи BRCA-ассоциированного рака у мужчин (рак грудной, поджелудочной, предстательной желез, рак яичек), 2 гена: BRCA1, BRCA2 (без описания результатов)",72 руб. 30 коп.,
950,invitro.by,,"Наследственные случаи BRCA-ассоциированного рака у мужчин (рак грудной, поджелудочной, предстательной желез, рак яичек), 2 гена: BRCA1, BRCA2",85 руб. 65 коп.,
951,invitro.by,,"Семейный медуллярный рак щитовидной железы. Поиск мутаций в экзонах 5, 8 гена RET, м. (Familial Meddulary Thyroid Cancer, Exons 5, 8 Gene RET, Mut.)",397 руб. 69 коп.,
952,invitro.by,,"Семейный медуллярный рак щитовидной железы (экзоны 10, 11, 13, 14, 15 гена RET) (Familial Medullary Thyroid Cancer (Exons 10, 11, 13, 14, 15 Gene RET))",877 руб. 76 коп.,
953,invitro.by,,"Синдром множественной эндокринной неоплазии 2A типа (экзоны 10, 11 гена RET) (Multiple Endocrine Neoplasia Type 2A (Exons 10, 11 Gene RET))",435 руб. 46 коп.,
954,invitro.by,,Синдром множественной эндокринной неоплазии 2B типа (ген RET) (Multiple Endocrine Neoplasia Type 2B (Gene RET)),294 руб. 09 коп.,
955,invitro.by,,Цитохром CYP2C9: полиморфизмы 430 С/Т (CYP2C9*2) и 1075 А/С (CYP2C9*3),55 руб. 32 коп.,
956,invitro.by,,Цитохром СYP2D6 (ген СYP2D6) (Cytochrome СYP2D6 (Gene СYP2D6)),298 руб. 19 коп.,
957,invitro.by,,Болезнь Помпе (ген GAA) (Pompe disease (GAA gene)),303 руб. 36 коп.,
958,invitro.by,,Наследственная эндотелиальная дистрофия роговицы – дистрофия Фукса (ген TCF4) (Fuchs endothelial dystrophy (gene TCF4)),123 руб. 22 коп.,
959,invitro.by,,Фруктоземия (мутации в гене ALDOB) (Hereditary fructose intolerance (ALDOB gene)),123 руб. 22 коп.,
960,invitro.by,,Диагностика TTR-амилоидоза (ген TTR),275 руб. 67 коп.,
961,invitro.by,,Лактазная недостаточность (ген MCM6),32 руб. 23 коп.,
962,invitro.by,,"Наследственная предрасположенность к сахарному диабету 1-го типа по трем локусам генов системы HLA II класса (гены DRB1, DQA1, DQB1) (Hereditary Predisposition to Diabetes Type 1 (Insulin-Dependent Diabetes), HLA Class II (Genes DRB1, DQA1, DQB1))",273 руб. 93 коп.,
963,invitro.by,,Молекулярно-генетическое исследование HLA-B27 (Molecular Genetic Testing HLA-B27),46 руб. 05 коп.,
964,invitro.by,,Генотипирование дигидропиримидин дегидрогеназы (DPYD) (DPYD genotyping for toxicity of chemotherapy),161 руб. 16 коп.,
965,invitro.by,,"Ингибиторы АПФ, флувастатин, блокаторы рецепторов ATII. Прогнозирование нефропротективного эффекта ингибиторов АПФ при недиабетических заболеваниях. Генетические маркеры эффективности атенолола при артериальной гипертензии с гипертрофией левого желудочка или терапии флувастатином при ишемической болезни сердца. Определение наличия полиморфизмов гена ангиотензин-превращающего фермента (ген ACE) (ACE Inhibitors, Fluvastatin, ATII Receptor Blockers. Forecasting Renoprotective Effect of ACE Inhibitors in Un-Diabetic Diseases. Genetic Markers of Effectiveness of Atenolol in Hypertension with Left Ventricular Hypertrophy or Fluvastatin Therapy in Ischemic Heart Disease. Detection of Polymorphisms of Gene of Angiotensin-Converting Enzyme (Gene ACE))",127 руб. 29 коп.,
966,invitro.by,,Анализ спектра органических кислот мочи методом газовой хроматографии с масс-спектрометрией,392 руб. 75 коп.,
967,invitro.by,,"Наследственный гемохроматоз, I тип (ген HFE) (Hemochromatosis Type 1 (Gene HFE))",110 руб. 64 коп.,
968,invitro.by,,"Обмен фолиевой кислоты (гены MTHFR, MTRR, MTR) (Folic Acid Metabolism (Genes MTHFR, MTRR, MTR))",95 руб. 03 коп.,
969,invitro.by,,"Остеопороз: рецептор витамина D (ген VDR) (без описания результатов врачом-генетиком) (Osteoporosis, Vitamin D Receptor (VDR) (Gene VDR) (without Description))",50 руб. 88 коп.,
970,invitro.by,,"Остеопороз: рецептор витамина D (ген VDR) (Osteoporosis, Vitamin D Receptor (VDR) (Gene VDR))",66 руб. 20 коп.,
971,invitro.by,,"Остеопороз: полная панель (гены CALCR, COL1A1, VDR) (без описания результатов врачом-генетиком) (Osteoporosis: Full Panel (Genes CALCR, COL1A1, VDR) (without Description))",142 руб. 54 коп.,
972,invitro.by,,"Остеопороз: полная панель (гены CALCR, COL1A1, VDR) (Osteoporosis: Full Panel (Genes CALCR, COL1A1, VDR))",263 руб. 59 коп.,
973,invitro.by,,Синдром Жильбера (ген UGT1A1) (Gilbert's Syndrome (Gene UGT1A1)),93 руб. 86 коп.,
974,invitro.by,,Описание результатов генетического теста 4-ой категории сложности (№ 19ГП/БЗ) (Genetic Test Results: Description of the 4-th Category Complexity (№ 19ГП/БЗ)),77 руб. 41 коп.,
975,invitro.by,,"Описание результатов генетического теста 3-ей категории сложности (№№ 134ГП, 135ГП, 136ГП, 139ГП, 145ГП, 108ГП) (Genetic Test Results: Description of the 3-rd Category Complexity (№№ 134ГП, 135ГП, 136ГП, 139ГП, 145ГП, 108ГП))",40 руб. 37 коп.,
976,invitro.by,,"Описание результатов генетического теста 2-ой категории сложности (№№ 120ГП, 137ГП, 138ГП, 153ГП, 143ГП, 151ГП, 110ГП, 114ГП, 140ГП, 7661, 7207, 7258) (Genetic Test Results: Description of the 2-nd Category Complexity (№№ 120ГП, 137ГП, 138ГП, 153ГП, 143ГП, 151ГП, 110ГП, 114ГП, 140ГП, 7661, 7207, 7258))",20 руб. 15 коп.,
977,invitro.by,,"Описание результатов генетического теста 1 категории сложности (№№ 7201, 7611, 7014A-VDR, 7030A-DAT, 118ГП, 121ГП, 122ГП, 123ГП, 125ГП, 131ГП, 141ГП, 149ГП, 150ГП, 115ГП, 129ГП, 152ГП, 124ГП, 144ГП, 154ГП) (Genetic Test Results: Description of the 1-st Category Complexity)",15 руб. 78 коп.,
978,invitro.by,,Тромбозы - минимум: сокращённая панель,49 руб. 45 коп.,
979,invitro.by,,Тромбозы: расширенная панель (без описания результатов врачом-генетиком),78 руб. 24 коп.,
980,invitro.by,,Тромбозы: расширенная панель,91 руб. 19 коп.,
981,invitro.by,,"Мутационный статус генов вариабельных участков иммуноглобулинов (IGHV), ПЦР",772 руб. 56 коп.,
982,invitro.by,,"Болезнь Фабри, GLA, м. (Fabry disease, GLA gene)",382 руб. 34 коп.,
