,analysis_name,best_match_synonym,best_match_analysis,match_score,IoU
608,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа пролактин,,,0.5052802143128226,0.09523809523809523
609,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа макропролактин,,,0.685680701263771,0.07142857142857142
610,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа прогестерон,,,0.6911430497613974,0.07142857142857142
611,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа тестостерон,,,0.6911430497613974,0.07142857142857142
612,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа fт3 свободный,,,0.6285384670071603,0.05
613,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа остеокальцин,,,0.5052802143128226,0.09523809523809523
614,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа инсулин,,,0.7429836094290773,0.07142857142857142
615,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа раковоэмбриональный антиген,,,0.6471613772994105,0.041666666666666664
616,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа кросс-лапс,,,0.5052802143128226,0.09523809523809523
617,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа са 72-4,,,0.8682336497471383,0.0
618,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа са 19-9,,,0.8022805640685822,0.0
619,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа са 15-3,,,0.8495999234416534,0.0
620,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа дгэа-s сульфат,,,0.5199547540020042,0.0
621,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа адренокортикотропный гормон актг,,,1.1198974314236079,0.047619047619047616
622,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа антитела к тиреоглобулину атг,,,0.6880534971544243,0.04
623,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа антитела к рецепторам tsh,,,0.9268930201250947,0.13043478260869565
624,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа секссвязывающий глобулин,,,0.5052802143128226,0.09090909090909091
625,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа антитела к циклическому цитруллиновому пептиду anti- ccp,,,1.4528784533598236,0.14814814814814814
626,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа альфафетопротеин,,,0.5052802143128226,0.09523809523809523
627,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа соматотропный гормон,,,0.7267437512333021,0.10526315789473684
628,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа бета-хорионический гонадотропин,,,0.7792797975722432,0.047619047619047616
629,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа кальцитонин,,,0.7071067811865476,0.07142857142857142
630,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа антимюллеров гормон (амг),,,0.825944160443714,0.08695652173913043
631,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа ифр-1,,,0.5052802143128226,0.09523809523809523
632,определение гормонов методом иммуноферментного анализа на иммуноферментном анализаторе cobas 6000 (cito!) ифа пса-свободный,,,0.6285384670071603,0.0
633,гистологические исследования гистологическое исследование биопсийного материала,,,0.8079783781299756,0.1875
634,гистологические исследования гистологическое исследование биопсийного материала на выявление helicobacter pylori,,,1.2239485583116856,0.125
635,определение иппп методом пцр хламидии единичн. исслед.,,,0.6894692787725338,0.07142857142857142
636,определение иппп методом пцр микоплазма единичн. исслед.,,,0.6880751962239795,0.07142857142857142
637,определение иппп методом пцр уреаплазма единичн. исслед.,,,0.6824170934356268,0.07142857142857142
638,определение иппп методом пцр трихомонады единичн. исслед.,,,0.5649926591527447,0.06666666666666667
639,определение иппп методом пцр гарднерелла единичн. исслед.,,,0.6123943239235325,0.05555555555555555
640,определение иппп методом пцр герпес единичн. исслед.,,,0.5845637478974253,0.058823529411764705
641,определение иппп методом пцр папиллома (16 и 18 тип) единичн. исслед.,,,0.7693809389134598,0.05
642,определение иппп методом пцр цитомегаловирус единичн. исслед.,,,0.8034497331877322,0.07692307692307693
643,определение иппп методом пцр эпштейн-барр единичн. исслед.,,,0.5649926591527447,0.06666666666666667
644,определение иппп методом пцр пцр впч тип 21 единичн. исслед.,,,0.8434839783123224,0.058823529411764705
645,определение иппп методом пцр хламидии кажд. послед. исслед.,,,0.6894692787725338,0.06666666666666667
646,определение иппп методом пцр микоплазма кажд. послед. исслед.,,,0.6880751962239795,0.06666666666666667
647,определение иппп методом пцр уреаплазма кажд. послед. исслед.,,,0.6824170934356268,0.06666666666666667
648,определение иппп методом пцр трихомонады кажд. послед. исслед.,,,0.5649926591527447,0.0625
649,определение иппп методом пцр гарднерелла кажд. послед. исслед.,,,0.6123943239235325,0.05263157894736842
650,определение иппп методом пцр герпес кажд. послед. исслед.,,,0.5845637478974253,0.05555555555555555
651,определение иппп методом пцр цитомегаловирус кажд.послед. исслед.,,,0.8034497331877322,0.07692307692307693
652,определение иппп методом пцр эпштейн-барр кажд.послед. исслед.,,,0.5649926591527447,0.06666666666666667
653,определение иппп методом пцр пцр впч тип 21 кажд.послед. исслед.,,,0.8434839783123224,0.058823529411764705
654,определение общего и специфических иммуноглобулинов е определение общего иммуноглобулина е турбидиметрическим методом,,,0.5663070010029092,0.06666666666666667
655,определение общего и специфических иммуноглобулинов е определение специфического иммуноглобулина е,,,0.5663070010029092,0.07142857142857142
656,определение общего и специфических иммуноглобулинов е определение специфического иммуноглобулина е      (1 аллергопанель),,,0.5663070010029092,0.058823529411764705
657,определение общего и специфических иммуноглобулинов е определение специфического иммуноглобулина е к лекарственным средствам и металлам,,,0.5663070010029092,0.05555555555555555
658,определение общего и специфических иммуноглобулинов е определение циркулирующих иммунных комплексов,,,0.5663070010029092,0.06666666666666667
659,определение общего и специфических иммуноглобулинов е рдтк (1 аллерген),,,0.2831535005014546,0.06666666666666667
660,цифровая рентгенография (обзорная) грудной полости  в одной проекции,,,0.0,0.0
661,цифровая рентгенография  (обзорная) грудной полости  печатив двух проекциях,,,0.0,0.0
662,цифровая рентгенография  (обзорная) брюшной полости,,,0.0,0.0
663,цифровая рентгенография мочевых путей (обзорная урограмма),,,0.25831258585401967,0.034482758620689655
664,цифровая рентгенография  шейного отдела позвоночника  в одной проекции,,,0.0,0.0
665,цифровая рентгенография  шейного отдела позвоночника  в двух проекциях,,,0.0,0.0
666,цифровая рентгенография  грудного отдела позвоночника  в одной проекции,,,0.5475217680218928,0.07692307692307693
667,цифровая рентгенография  грудного отдела позвоночника  в двух проекциях,,,0.5475217680218928,0.07692307692307693
668,цифровая рентгенография  пояснично-крестцового отдела позвоночника  в одной проекции,,,0.0,0.0
669,цифровая рентгенография  пояснично-крестцового отдела позвоночника в двух проекциях,,,0.0,0.0
670,цифровая рентгенография  крестца и копчика  в одной проекции,,,0.0,0.0
671,цифровая рентгенография  крестца и копчика  в двух проекциях,,,0.0,0.0
672,цифровая рентгенография  плечевого сустава  в одной проекции,,,0.0,0.0
673,цифровая рентгенография  плечевого сустава  в двух проекциях,,,0.0,0.0
674,цифровая рентгенография  коленного сустава  в одной проекции,,,0.0,0.0
675,цифровая рентгенография  коленного сустава  в двух проекциях,,,0.0,0.0
676,цифровая рентгенография  локтевого сустава  в одной проекции,,,0.0,0.0
677,цифровая рентгенография  локтевого сустава  в двух проекциях,,,0.0,0.0
678,цифровая рентгенография кисти  в одной проекции,,,0.0,0.0
679,цифровая рентгенография  кисти в двух проекциях,,,0.0,0.0
680,цифровая рентгенография  стопы  в одной проекции,,,0.0,0.0
681,цифровая рентгенография  стопы в двух проекциях,,,0.0,0.0
682,цифровая рентгенография  голеностопного сустава  в одной проекции,,,0.0,0.0
683,цифровая рентгенография  голеностопного сустава  в двух проекциях,,,0.0,0.0
684,цифровая рентгенография  тазобедренного сустава  в одной проекции,,,0.0,0.0
685,цифровая рентгенография  тазобедренного сустава  в двух проекциях,,,0.0,0.0
686,цифровая рентгенография  черепа  в одной проекции,,,0.0,0.0
687,цифровая рентгенография  черепа  в двух проекциях,,,0.0,0.0
688,цифровая рентгенография  придаточных пазух носа,,,0.4584055889547967,0.0625
689,цифровая рентгенография  костей носа,,,0.4584055889547967,0.06666666666666667
690,цифровая рентгенография  ключицы,,,0.0,0.0
691,цифровая рентгенография  лопатки в двух проекциях,,,0.0,0.0
692,цифровая рентгенография  ребер,,,0.0,0.0
693,цифровая рентгенография  грудины,,,0.0,0.0
694,функциональное исследование позвоночника с рентгенографией,,,0.39830891070946384,0.14285714285714285
695,цифровая рентгенография  костей таза,,,0.0,0.0
696,цифровая рентгенография  мягких тканей,,,0.4272033941038187,0.0625
697,"заочная консультация по предоставленным
рентгенограммам с оформлением протокола",,,0.31286600055104663,0.07142857142857142
698,рентгенография  прицельная,,,0.0,0.0
699,доплата к рентгенографии за  cd-r диск,,,0.0,0.0
700,"денситометрия ""total body"" (композиционный состав всего тела - процентное содержание жировой, тощей (мышечной и соединительной) и костной ткани)",,,0.46223844575583867,0.0
701,денситометрия поясничного отдела позвоночника и проксимальных отделов обеих бедренных костей,,,0.23972755907184998,0.03333333333333333
702,оценка переломов позвонков,,,0.4563623309056779,0.16666666666666666
703,денситометрия дистальных отделов предплечья,,,0.23972755907184998,0.041666666666666664
704,"ультразвуковое исследование: печень, желчный пузырь без определения функции",,,0.39830891070946384,0.0
705,"ультразвуковое исследование: печень, желчный пузырь с определением функции",,,0.39830891070946384,0.0
706,ультразвуковое исследование: поджелудочная железа,,,0.39830891070946384,0.0
707,ультразвуковое исследование: селезенка,,,0.39830891070946384,0.0
708,ультразвуковое исследование: почки и надпочечники,,,0.39830891070946384,0.0
709,ультразвуковое исследование: мочевой пузырь,,,0.39830891070946384,0.0
710,ультразвуковое исследование: мочевой пузырь с определением остаточной мочи,,,0.58375036724073,0.15384615384615385
711,ультразвуковое исследование: предстательная железа с мочевым пузырем и определением остаточной мочи (трансабдоминально),,,0.58375036724073,0.11764705882352941
712,ультразвуковое исследование: мошонка,,,0.39830891070946384,0.0
713,"ультразвуковое исследование: органы брюшной полости и почек (печень и желчный пузырь без определения функции, поджелудочная железа, селезенка, почки и надпочечники, кишечник без заполнения жидкостью)",,,0.6037787543001789,0.030303030303030304
714,ультразвуковое исследование: щитовидная железа с лимфатическими поверхностными узлами,,,0.39830891070946384,0.0
715,"ультразвуковое исследование: слюнные железы (или подчелюстные, или околоушные)",,,0.8361798763841919,0.047619047619047616
716,ультразвуковое исследование: лимфатические узлы (одна область с обеих сторон),,,0.39830891070946384,0.0
717,ультразвуковое исследование: молочные железы с лимфатическими поверхностными узлами,,,0.6316711487667076,0.07142857142857142
718,ультразвуковое исследование: коленные суставы и околосуставные мягкие ткани,,,0.39830891070946384,0.0
719,ультразвуковое исследование: компрессионная эластография очаговых образований поверхностных органов,,,0.4272033941038187,0.05555555555555555
720,ультразвуковое исследование: эхокардиография (стандарт),,,0.39830891070946384,0.0
721,ультразвуковое исследование: эхокардиография (расширенный протокол) *при наличии патологий,,,0.5164577092871595,0.047619047619047616
722,ультразвуковое исследование: молочные железы с лимфатическими поверхностными узлами с эластографией на цифровых ультразвуковых аппаратах с наличием сложного программного обеспечения,,,0.6316711487667076,0.043478260869565216
723,ультразвуковое исследование: щитовидная железа с лимфатическими поверхностными узлами с эластографией на цифровых ультразвуковых аппаратах с наличием сложного программного обеспечения,,,0.41375747504491267,0.037037037037037035
724,ультразвуковое исследование: дуплексное сканирование с цветным и энергетическим допплером брахиоцефальных сосудов двух бассейнов (артериального и венозного) на цветных цифровых ультразвуковых аппаратах с наличием сложного программного  обеспечения,,,0.41375747504491267,0.02857142857142857
725,ультразвуковое исследование: дуплексное сканирование с цветным и энергетическим допплером с измерением лпи одного артериального бассейна верхних конечностей  на цветных цифровых ультразвуковых аппаратах с наличием сложного программного  обеспечения,,,0.4178583657917185,0.08695652173913043
726,ультразвуковое исследование: дуплексное сканирование с цветным и энергетическим допплером с измерением лпи одного артериального бассейна нижних конечностей  на цветных цифровых ультразвуковых аппаратах с наличием сложного программного  обеспечения,,,0.5768843702598636,0.07142857142857142
727,ультразвуковое исследование: дуплексное сканирование с цветным и энергетическим допплером одного венозного бассейна и лимфатической системы верхних конечностей на цветных цифровых ультразвуковых аппаратах с наличием сложного программного обеспечения,,,0.4178583657917185,0.06521739130434782
728,ультразвуковое исследование: дуплексное сканирование с цветным и энергетическим допплером одного венозного бассейна и лимфатической системы нижних конечностей на цветных цифровых ультразвуковых аппаратах с наличием сложного программного обеспечения,,,0.5768843702598636,0.07317073170731707
729,ультразвуковое исследование: транскраниальное дуплексное сканирование артерий или вен основания головного мозга,,,0.41808993819209594,0.041666666666666664
730,электрокардиограмма в 12 отведениях без функциональных проб,,,0.30188937715008946,0.0
731,электрокардиограмма в дополнительных отведениях,,,0.0,0.0
732,электрокардиографическое исследование с непрерывной суточной регистрацией электрокардиограммы пациента (холтеровское мониторирование) стандартное,,,0.39830891070946384,0.07692307692307693
733,электрокардиографическое исследование с непрерывной суточной регистрацией электрокардиограммы и артериального давления в период свободной активности пациента (суточное мониторирование) стандартное,,,0.5409870123769223,0.043478260869565216
734,электрокардиографические исследования с дозированной физической нагрузкой,,,0.2320555136077515,0.05263157894736842
735,исследование функции внешнего дыхания без функциональных проб,,,0.39830891070946384,0.1111111111111111
736,проведение функциональной пробы при исследовании функции внешнего дыхания (за одну пробу),,,0.444242277805225,0.07142857142857142
737,"электроэнцефалография с функциональными пробами (фотостимуляцией, гипервентиляцией фоностимуляцией)",,,0.0,0.0
738,электроэнцефалография с функциональными пробами с компьютерной обработкой и картированием,,,0.0,0.0
739,электромиография стандартная с исследованием моторных волокон (2 нерва),,,0.37247654513927014,0.05555555555555555
740,электромиография стандартная с исследованием сенсорных волокон (2 нерва),,,0.37247654513927014,0.05555555555555555
741,"динамическое исследование артериального давления при непрерывной суточной регистрации, стандартное",,,0.444242277805225,0.08333333333333333
742,контроль уровня глюкозы с помощью системы длительного контроля уровня глюкозы в крови,,,0.8444498352358941,0.19047619047619047
743,контроль уровня глюкозы с помощью системы длительного контроля уровня глюкозы в крови (без учета стоимости сенсора уровня глюкозы),,,1.170651058870767,0.15384615384615385
744,определение нервно-мышечной передачи,,,0.2831535005014546,0.1111111111111111
745,эзофагогастродуоденоскопия: на видеоэндоскопической системе без функции хромоскопии,,,0.33817472432910234,0.09090909090909091
746,ректоскопия: на видеоэндоскопической системе без функции хромоскопии,,,0.33817472432910234,0.09090909090909091
747,ректосигмоскопия: на видеоэндоскопической системе без функции хромоскопии,,,0.33817472432910234,0.09090909090909091
748,ректосигмоколоноскопия: на видеоэндоскопической системе без функции хромоскопии,,,0.33817472432910234,0.09090909090909091
749,взятие биопсийного материала на гистологическое исследование: на видеоэндоскопической системе без функции хромоскопии,,,0.938360213838299,0.1
750,взятие биопсийного материала на цитологическое  исследование: на видеоэндоскопической системе без функции хромоскопии,,,0.938360213838299,0.09523809523809523
751,выполнение уреазного теста: на видеоэндоскопической системе без функции хромоскопии,,,0.33817472432910234,0.07692307692307693
752,выполнение уреазного теста: дыхательный уреазный тест,,,0.6700274634604078,0.125
753,аноскопия,,,0.0,0.0
754,локальная диагностика с помощью зонда и красителей,,,0.34486228255671253,0.18181818181818182
755,забор материала из прямой кишки для биопсии и цитологических исследований,,,0.7277755728807836,0.09523809523809523
756,медикаментозная блокада в лечении острых анальных трещин,,,0.25961726080662045,0.08333333333333333
757,лигирование геморроидальных узлов латексными кольцами,,,0.0,0.0
758,"традиционное иссечение анального полипа, бахромок, перианальных кандилом",,,0.0,0.0
759,электрокоагуляция полипа через аноскоп,,,0.326201223634873,0.05555555555555555
760,"иссечение современными техническими средствами анальных бахромок, или анальных трещин, или папиллом, или фибром, или кондилом, или наружного геморроидального узла (с выполнением одномоментной  мануальной тромбэкстракцией при необходимости)",,,2.0904496909604795,0.02857142857142857
761,обработка анального канала,,,0.0,0.0
762,перевязка,,,0.0,0.0
763,снятие швов,,,0.0,0.0
764,ванна минеральная с оксидатом торфа,,,0.0,0.0
765,минерально-жемчужные ванны (с аэрофорсунками),,,0.0,0.0
766,минерально-жемчужная ванна (с аэрофорсунками) с хвойным экстрактом,,,0.0,0.0
767,минерально-жемчужная ванна (с аэрофорсунками) с пантогематогеном,,,0.0,0.0
768,минерально-жемчужная ванна (с аэрофорсунками) с бишофитом,,,0.0,0.0
769,минерально-жемчужная ванна (с аэрофорсунками) с концентратом лечебных трав,,,0.1672662370229142,0.0
770,минерально-жемчужная ванна (с аэрофорсунками) йодобромная,,,0.0,0.0
771,минерально-жемчужная ванна (с аэрофорсунками) сероводородная,,,0.0,0.0
772,радоновая ванна,,,0.0,0.0
773,сухоуглекислые ванны,,,0.0,0.0
774,скипидарная ванна (белый),,,0.0,0.0
775,нафталанская ванна,,,0.0,0.0
776,"ванна гидромагнитотерапии ""акваспок""",,,0.0,0.0
777,гинекологическое орошение минеральной водой,,,0.0,0.0
778,душ циркулярный,,,0.0,0.0
779,душ восходящий,,,0.0,0.0
780,душ струевой,,,0.0,0.0
781,подводный душ-массаж,,,0.0,0.0
782,ванны контрастные,,,0.0,0.0
783,гидроаэромассажная ванна,,,0.0,0.0
784,"комплексный подводный душ-массаж на минеральной воде в ванне ""ладога""",,,0.33817472432910234,0.07692307692307693
785,"парафиновые, озокеритовые аппликации",,,0.0,0.0
786,аппликация сакской грязи общая,,,0.0,0.0
787,"аппликация сакской грязи местная ""куртка""",,,0.0,0.0
788,"аппликация сакской грязи местная ""брюки""",,,0.0,0.0
789,"аппликация сакской грязи местная  ""трусы""",,,0.0,0.0
790,"аппликация сакской грязи местная ""чулки""",,,0.0,0.0
791,"аппликация сакской грязи местная ""перчатки""",,,0.0,0.0
792,аппликация сакской грязи местная на сустав,,,0.33817472432910234,0.1
793,"аппликация сакской грязи местная ""полукорсет""",,,0.0,0.0
794,"аппликация сакской грязи местная ""носки""",,,0.0,0.0
795,"аппликация сакской грязи местная ""пояснично-крестцовый отдел позвоночника""",,,0.0,0.0
796,"грязелечение внутриполостное ""ректальное"" сакской грязью",,,0.0,0.0
797,"грязелечение внутриполостное ""вагинальное"" сакской грязью",,,0.0,0.0
798,"грязелечение внутриполостное ""ректальное"" сакской грязью с дополнительной аппликацией ""брюки""",,,0.0,0.0
799,"грязелечение внутриполостное ""вагинальное"" сакской грязью с дополнительной аппликацией ""брюки""",,,0.0,0.0
800,"грязелечение внутриполостное ""ректальное"" сакской грязью с дополнительной аппликацией ""трусы""",,,0.0,0.0
801,"грязелечение внутриполостное ""вагинальное"" сакской грязью с дополнительной аппликацией ""трусы""",,,0.0,0.0
802,аппликация сапропелевой грязи общая,,,0.0,0.0
803,"аппликация сапропелевой грязи местная ""куртка""",,,0.0,0.0
804,"аппликация сапропелевой грязи местная ""брюки""",,,0.0,0.0
805,"аппликация сапропелевой грязи местная ""трусы""",,,0.0,0.0
806,"аппликация сапропелевой грязи местная ""чулки""",,,0.0,0.0
807,"аппликация сапропелевой грязи местная ""высокие перчатки""",,,0.0,0.0
808,"грязелечение внутриполостное ""ректальное""",,,0.0,0.0
809,"грязелечение внутриполостное ""вагинальное""",,,0.0,0.0
810,"грязелечение внутриполостное ""ректальное"" с дополнительной аппликацией ""брюки""",,,0.0,0.0
811,"грязелечение внутриполостное ""вагинальное"" с дополнительной аппликацией  ""брюки""",,,0.0,0.0
812,местные аппликации сапропелевой грязи индивидуальными пакетами (одна зона),,,0.0,0.0
813,местные аппликации сапропелевой грязи индивидуальными пакетами (две зоны),,,0.0,0.0
814,сауна (до 5 человек),,,0.35894053457366976,0.0
815,сауна индивидуальная,,,0.0,0.0
816,криотерапия локальная (местная),,,0.0,0.0
817,криопунктура локальная (местная),,,0.0,0.0
818,общая термо- и хромо-терапия в spa-капсуле sun-spec-tra-9000,,,0.0,0.0
819,общая термотерапия в spa - капсуле,,,0.0,0.0
820,"общая термотерапия в термоодеяле с обертыванием ""имбирное""",,,0.0,0.0
821,"общая термотерапия в термоодеяле с обертыванием ""шоколадное ""белита""",,,0.0,0.0
822,"общая термотерапия в термоодеяле с обертыванием ""водорослевое моделирующее""",,,0.0,0.0
823,"общая термотерапия в термоодеяле с обертыванием ""грязевое подтягивающее""",,,0.0,0.0
824,общая термотерапия в термоодеяле с обертыванием choko spa,,,0.0,0.0
825,общая термотерапия в термоодеяле с обертыванием грязево-водорослевое антицеллюлитное,,,0.0,0.0
826,"общая термотерапия в spa-капсуле с обертыванием ""имбирное""",,,0.0,0.0
827,"общая термотерапия в spa -капсуле с обертыванием ""шоколадное ""белита""",,,0.0,0.0
828,"общая термотерапия в spa -капсуле с обертыванием ""водорослевое моделирующее""",,,0.0,0.0
829,"общая термотерапия в spa -капсуле с обертыванием ""грязевое подтягивающее""",,,0.0,0.0
830,общая термотерапия в в spa -капсуле с обертыванием choko spa,,,0.0,0.0
831,общая термотерапия в в spa -капсуле с обертыванием грязево-водорослевое антицеллюлитное,,,0.0,0.0
832,массаж воротниковой зоны,,,0.0,0.0
833,массаж головы,,,0.0,0.0
834,массаж кисти и предплечья,,,0.0,0.0
835,массаж спины и поясницы,,,0.0,0.0
836,массаж области позвоночника,,,0.0,0.0
837,массаж пояснично-крестцовой области,,,0.0,0.0
838,массаж спины,,,0.0,0.0
839,массаж нижней конечности,,,0.0,0.0
840,массаж тазобедренного сустава,,,0.0,0.0
841,"массаж голеностопного сустава, стопы и голени",,,0.0,0.0
842,стоун-терапия,,,0.0,0.0
843,классический общий массаж,,,0.7102891411955674,0.125
844,антицеллюлитный массаж,,,0.0,0.0
845,массаж области грудной клетки,,,0.0,0.0
846,массаж шеи,,,0.0,0.0
847,"массаж верхней конечности, надплечья и области лопатки",,,0.0,0.0
848,массаж шейно-грудного отдела позвоночника,,,0.5475217680218928,0.0
849,электролечение гальванизация местная,,,0.0,0.0
850,электролечение электрофорез постоянным  импульсным током,,,0.463397460545609,0.1111111111111111
851,электролечение электрофорез постоянным  импульсным током глазозатылочный,,,0.463397460545609,0.1
852,"электролечение электрофорез постоянным  импульсным током препаратом ""биоль""",,,0.463397460545609,0.09090909090909091
853,электролечение гидрогальванические камерные ванны,,,0.0,0.0
854,электролечение гидрогальванические камерные ванны с биолем,,,0.0,0.0
855,"электролечение электростимуляция нервномышечных структур в области туловища, конечностей (одно поле)",,,0.0,0.0
856,электролечение амплипульстерапия,,,0.0,0.0
857,электролечение амплипульсфорез,,,0.0,0.0
858,электролечение амплипульсфорез с биолем,,,0.0,0.0
859,электролечение ультратонотерапия местная,,,0.0,0.0
860,электролечение дарсонвализация местная,,,0.0,0.0
861,электролечение магнитотерапия местная,,,0.0,0.0
862,электролечение магнитотерапия общая,,,0.0,0.0
863,"электролечение магнитотерапия общая на  установке ""турботрон""",,,0.33817472432910234,0.09090909090909091
864,"электролечение магнитостимуляция на аппарате ""авантрон""",,,0.33817472432910234,0.1111111111111111
865,"электролечение импульсная магнитотерапия на аппарате ""сета-тм""",,,0.33817472432910234,0.1
866,электролечение доплата за лекарственное средство при проведении амплипульсфореза,,,0.444242277805225,0.09090909090909091
867,электролечение доплата за лекарственное средство при проведении амплипульсфореза с биолем,,,0.444242277805225,0.07692307692307693
868,ультрафиолетовое облучение местное,,,0.0,0.0
869,видимое инфракрасное облучение местное,,,0.0,0.0
870,лазеропунктура,,,0.0,0.0
871,надвенное лазерное облучение,,,0.0,0.0
872,магнитолазерное облучение,,,0.0,0.0
873,общее инфракрасное облучение (инфракрасная сауна),,,0.0,0.0
874,лазеротерапия высокоинтенсивная (hilt-терапия),,,0.0,0.0
875,ультразвуковая терапия,,,0.0,0.0
876,ультрафонофорез,,,0.0,0.0
877,пневмокомпрессионная терапия,,,0.0,0.0
878,пневмокомпрессионная терапия на аппарате lymphastim btl-6000,,,0.33817472432910234,0.1
879,аппаратная тракционная терапия,,,0.0,0.0
880,"механический аппаратный массаж на вибрационной кушетке ""ормед-релакс""",,,0.33817472432910234,0.09090909090909091
881,"механический аппаратный массаж с локальной термотерапией на массажной кушетке ""серагем""",,,0.33817472432910234,0.07142857142857142
882,"ударно-волновая терапия экстракорпоральная на аппарате ""shock master 500"" (одна зона)",,,0.33817472432910234,0.07142857142857142
883,ударно-волновая терапия урологияческого профиля,,,0.0,0.0
884,общий релакс-массаж,,,0.7102891411955674,0.14285714285714285
885,подводное вытяжение позвоночника,,,0.0,0.0
886,доплата за лекарственное средство при проведении ультрафонофореза,,,0.444242277805225,0.1
887,ингаляция лекарственная с календулой,,,0.0,0.0
888,ингаляция лекарственная с эвкалиптом,,,0.0,0.0
889,ингаляция лекарственная с ромашкой,,,0.0,0.0
890,"ингаляция лекарственная ""фито-биоль""",,,0.0,0.0
891,ингаляция с минеральной водой,,,0.0,0.0
892,галоингаляция,,,0.0,0.0
893,галотерапия (камерная спелеотерапия) с одноразовой одеждой,,,0.0,0.0
894,галотерапия (камерная спелеотерапия) без одноразовой одежды,,,0.30188937715008946,0.0
895,фитотерапия,,,0.0,0.0
896,коктейль кислородный,,,0.0,0.0
897,лечебная физкультура для травмотологических больных после иммобилизации при индивидуальном занятии (25 минут),,,0.7406854737192283,0.0
898,лечебная физкультура для травмотологических больных после иммобилизации при малогрупповом занятии (35 минут),,,0.49424367703310745,0.09090909090909091
899,лечебная физкультура для травмотологических больных после иммобилизации при групповом занятии (35 минут),,,0.49424367703310745,0.09090909090909091
