,source,chapter,analysis_name,analysis_cost,analysis_comment
1466,Lode.by,,"1,25 дигидроксивитамин d активная форма, метод вэжх",70.49, 
1467,Lode.by,,альфа-амилаза в моче,1.84,"Амилаза –  фермент, который вырабатывается слюнными железами и поджелудочной железой. Определение данного фермента в моче используется для  диагностики острого или хронического панкреатита, холецестита и ""острого живота"""
1468,Lode.by,,общий белок в моче,4.52,"Тест, используемый для диагностики и контроля лечения  заболеваний почек."
1469,Lode.by,,антитела к hbs-антигену вируса гепатита в anti-hbsag количественный,12.38,"Эти антитела появляются в конце острого периода заболевания и свидетельствуют об активном иммунном ответе против вируса. Сохраняются в сыворотке крови в течение 5 лет после выздоровления, как маркер перенесенного заболевания. Могут обнаруживаться при хронической персистенции вируса. Показывают напряженность иммунитета после вакцинации против гепатита В."
1470,Lode.by,,антитела igm к бета2 - гликопротеину i,13.23,"Важный показатель в диагностике антифосфолипидного синдрома (тромбозы, невынашиванние береммености). Данный тест рекомендуется проводить одновременно с тестом «антитела к кардиолипину»."
1471,Lode.by,,"гормон роста human growth hormone, hgh/ соматотропный гормон стг",42.8,"Тест предназначен для количественного определения гормона роста человека (СТГ) в сыворотке и плазме крови человека.
СТГ стимулирует рост, оказывая анаболическое и митогенное действие.
На физиологическом уровне СТГ усиливает поглощение глюкозы, синтез белков, липолиз, а его основной функцией является стимуляция удлинения костей в период открытых зон роста посредством следующего биохимического процесса. Гипоталамус высвобождает соматолиберин, который стимулирует секрецию СТГ в гипофизе. Далее гормон роста переносится с кровью к печени и другим тканям. Печень и другие ткани отвечают на стимуляцию СТГ синтезом инсулиноподобного фактора роста (ИФР-1) играет важную роль в обмене железа и меди, также является белком острой фазы и транспортным белком. В свою очередь ИФР-1 вместе с СТГ стимулируют клетки в зонах роста костей, что приводит к их линейному росту.
СТГ встречается в двух разных молекулярных формах. Более 90% данного гормона в крови представлено изоформой с молекулярной массой 22 кДа, которая состоит из 191 аминокислоты. Вторая изоформа (20 кДа) составляет 10% от общего СТГ, циркулирующего в крови. Биологическая активность обеих форм считается сопоставимой.
Синтез СТГ контролируется гипоталамическими и периферическими сигналами. Типичными стимуляторами являются соматолиберин, грелин, сон, физические упражнения, инсулин, низкий уровень сахара в крови, повышенная секреция андрогенов во время полового созревания. Высвобождение гормона роста ингибируется соматостатином, глюкозой, глюкокортикоидами, жирными кислотами, L-допа и бета-блокаторами. Дополнительно синтез регулируется концентрациями СТГ и ИФР-1 по принципу обратной связи. На секрецию СТГ также влияют дополнительные гормональные сигналы, половые стероиды и стимулирующее действие гормонов щитовидной железы.
В крови гормон роста связывается с белком-переносчиком, который является внутрисосудистым резервуаром для гормона и сглаживает его колебания, обусловленные пульсирующей секрецией в передней доле гипофиза. Секреция СТГ происходит в виде нескольких ежедневных выбросов и пиков. Наиболее высокий уровень СТГ наблюдается к концу второго десятилетия жизни человека и затем снижается с возрастом, достигая минимальных значений после 50 лет."
1472,Lode.by,,эстрадиол,17.09,"Эстрадиол – основной и наиболее активный для человека женский половой гормон, вырабатывающийся в яичниках, плаценте, коре надпочечников, периферических тканях и семенниках у мужчин. Играет важную роль в правильном формировании и функционировании половой системы."
1473,Lode.by,,гликированный гемоглобин hba1c,12.7, 
1474,Lode.by,,билирубин общий,0.82,"Билирубин общий – жёлчный пигмент, один из главных компонентов жёлчи в организме человека. Представляет собой сумму промежуточных продуктов метаболизма гемоглобина - непрямого и прямого билирубина, содержащихся в крови"
1475,Lode.by,,"исследование кала на скрытую кровь иммунохром, экспресс-тест",10.19,"Присутствие скрытой крови в кале может быть связано с колоректальным раком и другими патологическим состояниями желудочно-кишечного тракта (полипы толстой кишки, язвенный колит, болезнь Крона). Колоректальный рак является третьим наиболее частым видом злокачественных заболеваний в мире.
Анализ кала на скрытую кровь является классическим тестом, применяемым для ранней диагностики рака толстой и прямой кишки. На сегодняшний день это единственное лабораторное исследование, рекомендованное для ежегодного обследования всех людей в возрасте старше 50 лет для своевременной диагностики колоректального рака. 
Предлагаемый тест на скрытую кровь в кале предназначен для диагностики скрытых кровотеченийиз нижних отделов желудочно-кишечного тракта. Этот метод лишен недостатков старых, менее специфичных химических методов (гваяковая, бензидиновая пробы). Указанные химические пробы на гемоглобин давали положительную реакцию не только на гемоглобин человека, но и на гемоглобин и миоглобин животного происхождения, поступающий с пищей, а также на некоторые химические вещества, содержащиеся в пищевых продуктах, витаминах, поэтому требовали строгой преаналитической подготовки к исследованию в течение нескольких дней перед исследованием. Иммунохроматографический вариант теста на скрытую кровь в кале строго специфичен по отношению к гемоглобину человека, он существенно более удобен, поскольку не требует ограничений в диете. 
Сосуды на поверхности колоректального полипа или злокачественного новообразования часто бывают хрупкими и легко повреждаются при прохождении каловых масс. При этом в фекалии выделяется небольшое количество крови, которое редко заметно на глаз. Результат теста не несет информацию о том, в какой части пищеварительного тракта имеет место кровотечение и чем оно вызвано. Поэтому в случае положительного результата теста рекомендуют провести колоноскопию, чтобы понять причину появления крови в кале (полип, рак, язвы, геморроидальные узлы, дивертикулез, воспалительные заболевания кишечника). 
В иммунохроматографических тестах на скрытую кровь используют антитела к интактному человеческому гемоглобину и глобину (в отличие от пероксидазных проб, гваяковой и бензидиновой, в основе которых лежит реакция с гемом). Поэтому иммунохимический метод, проявляя более высокую чувствительность и специфичность в выявлении кровотечений на уровне ободочной и прямой кишки, в то же время нечувствителен к скрытым кровотечениям в верхних отделах желудочно-кишечного тракта, где белковая часть гемоглобина подвергается перевариванию.
Доказана
целесообразность применения тестов на скрытую кровь в кале в скрининговых
программах для раннего выявления колоректального рака, с рекомендацией
последующей колоноскопии при положительном результате теста. Такой алгоритм
скрининга населения, по оценкам, позволяет снизить смертность от этого
заболевания на 25%. В возрасте после 50 лет (а в группе риска, в случае
наследственной предрасположенности после 40-45 лет) такое исследование
целесообразно проводить ежегодно. Более информативно 2-3-кратное взятие проб кала.
По оценкам, около трети пациентов на стадии, когда
опухоль еще не выходит за пределы слизистой оболочки (по классификации Dukes A)
могут быть не обнаружены при единичном скрининговом тесте на скрытую кровь в
кале. Результаты исследования следует трактовать в комплексе с результатами
других видов исследования, анамнезом и клинической картиной."
1476,Lode.by,,определение специфических ige к лососю phadia 250,23.14, 
1477,Lode.by,,билирубин прямой,0.83,"Билирубин прямой (связанный) – разновидность билирубина, которая может растворяться в воде и в норме выводится из организма преимущественно вместе с желчью через двенадцатиперстную кишку."
1478,Lode.by,,компонент комплемента с3,9.71,"Комплемент - комплекс сложных белков, постоянно присутствующих в крови. Это каскадная система протеолитических ферментов, предназначенная для гуморальной защиты организма от действия чужеродных агентов, она участвует в реализации иммунного ответа организма. Является важным компонентом как врождённого, так и приобретённого иммунитета"
1479,Lode.by,,"прогестерон, 17 альфа-гидрокси",16.73,"17-гидроксипрогестерон - предшественник гормона кортизол, который вырабатывается надпочечниками и участвует в ускорении синтеза глюкозы, повышая ее содержание в крови, стимулирует расщепление жиров, оказывает противоаллергическое и противовоспалительное действие, поддерживает кровяное давления."
1480,Lode.by,,"мужской комплекс расширенный 2: микоплазмы, аэробы, иппп патогены, анаэробы+обм, кандиды с забором мазка",109.96, 
1481,Lode.by,,"куриное мясо, ige",23.14, 
1482,Lode.by,,креатинкиназа кфк,1.71, 
1483,Lode.by,,алат аланинаминотрансфераза,0.54,"Аланинаминотрансфераза (АЛТ) – эндогенный фермент, который синтезируется внутриклеточно и в норме лишь небольшая часть этого фермента попадает в кровь. При повреждении печени (гепатиты, цирроз печени) в результате разрушения клеток этот фермент попадает в кровь. Уровень этого показателя может повышаться также при инфаркте миокарда и других состояниях."
1484,Lode.by,,пролактин,14.79,"Пролактин - гормон, секретируемый клетками передней доли гипофиза. Отвечает за функцию размножения: способствует формированию и развитию вторичных половых признаков, является регулятором полового поведения, у женщин в период лактации предотвращает овуляцию, отвечает за функционирование материнского инстинкта, способствует борьбе иммунной системы с вредоносными микроорганизмами, стимулирует баланс веществ (кальция, натрия и воды) в организме, помогает справиться со стрессом, влияет на повышение массы тела."
1485,Lode.by,,микоплазмы: ureaplasma parvum/ureaplasma urealyticum/mycoplasma hominis,22.23,Комплексное исследование на выявление микоплазм различных видов.
1486,Lode.by,,цитологическое исследование соскобов с поверхности шейки матки и цервикального канала,7.14,"Исследование, позволяющее выявить изменения эпителия экто- и эндоцервикса и диагностировать ранние предраковые заболевания и рак шейки матки."
1487,Lode.by,,щитовидная железа первичное обследование,52.09, 
1488,Lode.by,,триглицериды,0.93,"Триглицериды – жиры, выполняющие, прежде всего, структурную и энергетическую функции: они являются основным компонентом клеточной мембраны, а в жировых клетках сохраняется энергетический запас организма. Повышение их уровня увеличивает риск развития заболеваний сердца и сосудов, а также острого панкреатита."
1489,Lode.by,,"цитологическое исследование пунктатов, полученных из щитовидной железы 1 узел",10.78,Наиболее информативный метод определения злокачественных образований щитовидной железы на ранних стадиях развития.
1490,Lode.by,,цитологическое исследование отделяемого молочной железы,6.52,Наиболее информативный метод определения злокачественных образований (рак груди)  на ранних стадиях развития.
1491,Lode.by,,"какао ige, immunocap",23.14, 
1492,Lode.by,,"выявление 7 бактериальных респираторных инфекций chlamydophila pneumoniae, mycoplasma pneumoniae, legionella pneumophila, bordetella pertussis, bordetella parapertussis, streptococcus pneumoniae и hemophilus influenza",73.03, 
1493,Lode.by,,панель ингаляционных аллергенов 29 аллергенов,93.07, 
1494,Lode.by,,взятие крови из пальца: для гематологических исследование одного показателя,7.65, 
1495,Lode.by,,гистологическое исследование операционного и биопсийного материала на выявление helicobacter pylori,5.25,"Метод, позволяющий определить наличие или отсутствие инфекционного возбудителя - Helicobacter pylori в материале, взятом при эндоскопическом обследовании."
1496,Lode.by,,антитела igg к кардиолипину,14.11,"Антитела, которые образуются у больных с разными клиническими признаками и симптомами, в частности, тромбозом (нарушением свертывания крови), патологией беременности, системными ревматическими заболеваниями."
1497,Lode.by,,кортизол в слюне,24.37,"Тест предназначен для количественного определения кортизола в слюне. Измерения кортизола используется для диагностирования и лечения функциональных нарушений надпочечников.
Кортизол (гидрокортизон) является самым главным глюкокортикостероидом, который необходим для поддержания ряда функций организма. Как и другие кортикостероиды, кортизол синтезируется из общего предшественника холестерина в пучковой зоне кортикального слоя надпочечников. Для транспортировки кортизола в крови около 90% гормона связывается с кортикостероид-связывающим глобулином и альбумином. В несвязанном состоянии находится лишь небольшое количество гормона, которое свободно связывается с его рецепторами.
К основным физиологическим действиям кортизола относятся: повышение уровня глюкозы (улучшение глюконеогенеза, катаболическое действие), а также противовоспалительное и иммуносупрессивное воздействие.
Синтез и секреция кортизола надпочечниками контролируется механизмом отрицательной обратной связи в регулирующей цепи гипоталамус-гипофиз-кора надпочечников. При низком уровне кортизола, гипоталамус выделяет кортиколиберин, вследствие чего гипофиз синтезирует адренокортикотропный гормон (АКТГ). АКТГ стимулирует синтез и секрецию кортизола. Повышенная секреция кортизола наблюдается и в стрессовых ситуациях.
Определение уровня кортизола у пациента используется для диагностики функции и дисфункции надпочечников, гипофиза и гипоталамуса. Определение концентрации кортизола используется для мониторинга ряда заболеваний. Для синдрома Иценко-Кушинга характерно увеличение выделения кортизола. Болезнь Аддисона, врожденная дисфункция коры надпочечников характеризуются недостаточной выработкой гормона.
Считается, что для определения синдрома Иценко-Кушинга предпочтительным является определение кортизола в суточной моче, поскольку выделение кортизола с мочой не подвержено дневному ритму секреции кортизола. Кортизол, который выводится с мочой без изменений, называется свободным кортизолом мочи. Последние исследования показали, что для диагностики синдрома Иценко-Кушинга, по сравнению с измерениями свободного кортизола в моче, более точные результаты могут быть получены при измерении кортизола в слюне в ночное время.
Определение избыточной секреции кортизола надпочечниками по уровню кортизола в слюне, собранной в поздние вечерние часы (после 23:00), является одним из трех тестов первой линии, наряду с определением уровня свободного кортизола в суточной моче и кортизола крови в ходе малой пробы с дексаметазоном."
1498,Lode.by,,маркер ремоделирования костей total p1np,28.3,Маркер ремоделирования костей Total P1NP - маркер активности метаболизма костной ткани. Повышение уровня данного показателя указывает на развитие остеопороза.
1499,Lode.by,,трийодтиронин свободный т3 свободный,15.41,"Трийодтиронин свободный (Т3 свободный) – гормон, который циркулирует в крови в несвязанной с белками форме. Функции гормона в организме: стимулирует обмен веществ и рост тканей,повышает поглощение кислорода большинством тканей, усиливает синтез витамина А в печени, снижает уровень холестерина и триглицеридов, увеличивает частоту сокращения сердечных мышц, стимулирует работу нервной системы, активизирует образование тепла в организме"
1500,Lode.by,,кишечный дисбактериоз,44.63,"Дисбактериоз (дисбиоз) кала - выявляет нормальную и патогенную микрофлору, чувствительность к антибиотикам. "
1501,Lode.by,,посев раневого отделяемого и тканей на микрофлору и определение чувствительности к антибиотикам аэробная и факультативно-анаэробная флора,29.6,Микробиологическое иследование на определение микрофлоры (анаэробная или факультативно-анаэробная) в раневом отделяемом с определением чувствительности к антибиотикам
1502,Lode.by,,билирубин непрямой,1.78,"Несвязанный (непрямой) билирубин является жёлчным пигментом, образуемым в момент распада гемоглобина и разрушения эритроцитов. В отличие от связанного (прямого) билирубина — этот пигмент не растворяется в воде и достаточно токсичен за счёт возможности легко проникать в клетки и нарушать их жизнедеятельность. В крови данное соединение связывается с альбумином. Попадая в печень, непрямой билирубин связывается с глюкуроновой кислотой, образуя прямой билирубин."
1503,Lode.by,,антитела класса igm к borrelia spp,11.29,Выявление антител класса IgM  Borrelia burgdorferi   в крови чаще всего указывает на острую фазу заболевания –   клещевого боррелиоза (болезни Лайма).
1504,Lode.by,,"болезнь крона гены dlg5, nod2, octn1, octn2 crohn's disease genes dlg5, nod2, octn1, octn2",375.37, 
1505,Lode.by,,"выявление антител к вич, тесты 3 поколения",3.19,"Тест на ВИЧ показывает, инфицирован человек или нет. Для точного определения ВИЧ в организме нужно, чтобы с момента инфицирования прошло минимум 4-6 недель"
1506,Lode.by,,протеин s свободный,95.54, 
1507,Lode.by,,антитела класса igg к аденовирусу,17.52, 
1508,Lode.by,,выявление антител класса igм к вирусу простого герпеса i и ii типов anti-hsv igm i/ii type,8.11,"Тест, определяющий антитела, которые первыми образуются клетками иммунной системы как ответ на проникновение вируса простого герпеса в организм. Синтез антител класса IgM начинается спустя несколько часов после контакта организма с вирусом."
1509,Lode.by,,оценка риска рака предстательной железы,60.19, 
1510,Lode.by,,раковый эмбриональный антиген сеа,21.29,"Раковый эмбриональный антиген (РЭА) – вещество белковой природы, определение которого в крови использоваться для скрининговых исследований с целью ранней диагностики опухолевого процесса. Наибольшую диагностическую ценность этот маркер имеет при диагностике рака толстой и прямой кишки, а также РЭА повышается при опухолях легких, молочной железы, поджелудочной железы и желудка, при некоторых неонкологических заболеваниях."
1511,Lode.by,,"euroline ana профиль nrnp/sm,sm,ss-a,ro-52,ss-b,scl-70,pm-scl,jol,cenp b,pcna,dsdna, nucleosomes, histones, ribp-protein,ama-m2, igg иммуноблот 15 антигенов",60.55, 
1512,Lode.by,,"груша ige, immunocap",23.14, 
1513,Lode.by,,антитела к тиреоидной пероксидазе ат к тпо,20.62,"Антитела к тиреоидной пероксидазе (АТ-ТПО) - антитела (специфические иммуноглобулины) к ферменту клеток щитовидной железы, участвующему в синтезе тиреоидных гормонов. Наличие этих антител в крови — это показатель агрессии иммунной системы по отношению к собственному организму. Являются специфичным маркером аутоиммунных заболеваний щитовидной железы."
1514,Lode.by,,"гонококк , определение днк neisseria gonorrhoeae dna, метод пцр",11.26,"Тест для определения генетического материала (ДНК) возбудителя гонорреи (Neisseria gonorrhoeae) методом полимеразной цепной реакции в биоматериале, полученном из урогенитального тракта."
1515,Lode.by,,са-125,24.15,"СА-125 - высокомолекулярный гликопротеин, определение которого в высоких концентрациях в крови часто указывает на онкологическую трансформацию яичников и реже некоторых других органов и тканей (эндометрия, толстого кишечника, легкого, молочной, поджелудочной железы). "
1516,Lode.by,,"анаэробы+обм/""бактериальный вагиноз"": общ бак масса/ лактобактерии/ gardnerella vaginalis/atopobium vaginae",22.97,"Комплекс лабораторных исследований направленных на диагностику бактериального вагиноза -  инфекционного невоспалительного синдрома полимикробной этиологии, обусловленного изменением биоценоза влагалища: значительным снижением количества или полным отсутствием лактобактерий (Lactobacillus spp.) при увеличении количества условно-патогенных, преимущественно анаэробных микроорганизмов: Gardnerella vaginalis, Atopobium vaginae, Bacteroides spp., Prevotella spp., Porphyromonas spp., Fusobacterium spp., Megasphera spp., Bacterial vaginosis accociated bacteria (BVAB) 1-3 и др."
1517,Lode.by,,диагностика при выпадении волос,179.21, 
1518,Lode.by,,"гестозы и фетоплацентарная недостаточность гены ace, agt, mthfr, mtrr, mtr, f2, f5 gestosis and placental insufficiency genes ace, agt, mthfr, mtrr, mtr, f2, f5",392.72, 
1519,Lode.by,,"эпителий хомяка, антитела igе",31.6,"Специфический иммунологический тест, позволяющий определить наличие аллергии на эпителий хомяка"
1520,Lode.by,,выявление антител класса igg к микоплазме пневмония anti-myc pneumoniae igg,13.69,"Тест, позволяющий определить специфические иммуноглобулины, вырабатывающиеся в организме в период выраженных клинических проявлений респираторной микоплазменной инфекции. Они являются серологическим маркером этого заболевания, а также маркером перенесенной в недавнем прошлом инфекции"
1521,Lode.by,,"определение днк впч скрин-титр-генотип, полуколичественное 19 генотипов высокого риска 16, 18, 26, 31, 33, 35, 39, 45, 51, 52, 53, 56, 58, 59, 66, 68, 69, 73, 82 типы отдельно + 9 генотипов низкого риска нкр 6, 11, 40, 43, 44, 54, 61, 70 типы отдельно",66.95, 
1522,Lode.by,,цитологическое исследование аспирата из полости матки,8.46,"Исследование, используемое для диагностики доброкачественных заболеваний, предраковых состояний и рака эндометрия"
1523,Lode.by,,"цитологическое исследование эндоскопического материала взятого с помощью эндоскопа при фгдс, колоноскопии",8.82,"Исследование, используемое для диагностики доброкачественных заболеваний, предраковых состояний и рака пищевода, желудка и кишечника"
1524,Lode.by,,с-пептид,19.76,"С-пептид - биологически неактивное вещество, вырабатываемое бетта-клетками поджелудочной железы, указывающее на количество собственного инсулина в организме. Используется для диагностики сахарного диабета (СД), составления его прогноза и контроля за его лечением, а также для диагностики некоторых опухолей поджелудочной железы."
1525,Lode.by,,определение антител к островковым клеткам поджелудочной железы anti-ica методом непрямой иммунофлюоресценции,47.54,"Исследование, направленное на выявление антител, вырабатываемых организмом к антигенам островковых клеток поджелудочной железы, участвующих в процессе выделения инсулина. Используется для диагностики инсулинзависимого сахарного диабета (сахарного диабета 1-ого типа)"
1526,Lode.by,,выявление антител igg к sars-cov-2 без учета стоимости забора,11.38,"Тест для полуколичественного определения антител IgG к коронавирусу SARS-CoV-2 – возбудителю тяжелого острого респираторного синдрома (COVID-19).
Коронавирусы – это РНК-вирусы с оболочкой, которые широко распространены среди людей и вызывают респираторные, кишечные, печеночные и неврологические заболевания.
Новый коронавирус SARS-CoV-2 относится к семейству РНК-содержащих вирусов семейства Coronaviridae, линии Beta-CoV B.
Основным источником инфекции является больной человек, в том числе находящийся в инкубационном периоде заболевания. Передача инфекции осуществляется воздушно-капельным, воздушно-пылевым и контактным путями. Ведущим путем передачи SARS-CoV-2 является воздушно-капельный, который реализуется при кашле, чихании и разговоре на близком (менее 2 метров) расстоянии. Также существует контактный путь передачи, который осуществляется во время рукопожатий и при других видах непосредственного контакта с инфицированным человеком. Инкубационный период составляет от 2 до 14 суток, в среднем 5-7 суток. 
Диагноз устанавливается на основании клинического обследования, данных эпидемиологического анамнеза, результатов инструментальных и лабораторных исследований. Спектр симптомов инфекции колеблется от легких проявлений до критических, однако большинство случаев протекает в нетяжелой форме. Общие признаки инфекции включают респираторные симптомы, лихорадку, кашель одышку и затрудненное дыхание. В более тяжелых случаях инфекция может вызвать пневмонию, тяжелый острый респираторный синдром, почечную, полиорганную недостаточность.
Рекомендованным методом специфической лабораторной диагностики является прямое выявление РНК SARS-CoV-2 методом ПЦР. Для выявления предполагаемого иммунного статуса, был ли контакт с вирусом, переболел ли человек в прошлом/недавнем прошлом, исследуется сыворотка крови на наличие антител к SARS-CoV-2.
Иммунный ответ организма на инфицирование SARS-CoV-2 включает выработку антител, специфичных к антигенам вируса. Понимание динамики образования антител к вирусу является ключевым для определения временного окна серологических тестов. Обычно основным классом антител, которые появляются в крови на ранних стадиях первичного гуморального ответа, являются  иммуноглобулины класса M (IgM). Однако при  инфицировании SARS-CoV-2 уровни и хронологическая последовательность появления IgM и  иммуноглобулинов класса G (IgG), судя по всему, значительно варьируется. Уже через 5 дней после появления симптомов в крови могут определяться IgM, также как и IgG. В некоторых случаях IgG определялись в крови еще до появления IgM. Эти факты до некоторой степени снижают диагностическую значимость определения только IgM либо IgG/IgM раздельно.
По данным некоторых исследований, медиана периода до сероконверсии составляет 11-13 дней для IgM и 12-14 дней для  IgG. Максимальные уровни IgM наблюдаются через 2-3 недели, IgG – через 3-6 недель, общих антител – через 2 недели. Замечено, что IgM исчезают примерно через 6-7 недель, в этот период наблюдается высокий уровень IgG.
Обнаружение антител класса IgG в крови может свидетельствовать о факте инфицирования в прошлом (недавнем или достаточно отдаленном) и о наличии специфического иммунного ответа – способности организма распознавать вирус при повторной встрече с ним.
Уровень антител и динамика антительного ответа могут индивидуально варьировать. У лиц с иммуносупрессией уровень антител при инфекции может быть на недетектируемом уровне. В редких случаях возможны ложноположительные результаты вследствие перекрестных реакций или иных индивидуальных сывороточных интерференций.
В данном тесте используется рекомбинантный белок полноразмерный тримеризованный  Spike белок (S1, S2, RBD-домен) – S-антиген.
Аналитическая специфичность теста – 100%.
Клиническая специфичность теста – 98,5%.
Клиническая чувствительность теста – 95,7%"
