,Unnamed: 0,index,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity
2005,2005,2056,Synevo.by,"Другие аллергены, антитела IgE","пенициллин g, ige c1 е405",11.55,,специфические иммуноглобулины класса е к аллергенам пенициллина gанализ крови на аллергию на пенициллин g,"пенициллин g c1, ige penicilloyl g c1, ige",0.8817346191784647
2006,2006,2057,Synevo.by,"Другие аллергены, антитела IgE","ампициллин, ige c203 е407",11.55,,,,0.37276403809348957
2007,2007,2058,Synevo.by,"Другие аллергены, антитела IgE","амоксициллин, ige c204 е408",11.55,,,,0.37276403809348957
2008,2008,2059,Synevo.by,"Другие аллергены, антитела IgE","инсулин свиной, ige c70 е409",11.55,,,,0.5097273536087449
2009,2009,2060,Synevo.by,"Другие аллергены, антитела IgE","инсулин бычий, ige c71 е410",11.55,,,,0.5097273536087449
2010,2010,2061,Synevo.by,"Другие аллергены, антитела IgE","инсулин человеческий, ige c73 е411",11.55,,анализ крови на инсулин гормон поджелудочной железы регулятор углеводного обмена,инсулин insulin,0.7006299184635703
2011,2011,2062,Synevo.by,"Другие аллергены, антитела IgE","шерсть, ige k20 е415",11.55,,,,0.3753598697024568
2012,2012,2063,Synevo.by,"Другие аллергены, антитела IgE","шелк, ige k74 е416",11.55,,,,0.37276403809348957
2013,2013,2064,Synevo.by,ALEX тест,"alex 2 тест молекулярный анализ, 295 аллергенов, антитела ige+ общий ige полуколич",664.01,,,,0.41841405343979793
2014,2014,2065,Synevo.by,ALEX тест,"alex 2 test molecular analysis, 295 allergens, ige antibodies+ total ige semi-quantitative",6.1,"Является переводом услуги 9755 ALEX 2 тест (молекулярный анализ, 295 аллергенов, антитела IgE) на английский язык. Перевод не выполняется и не действителен без услуги 9755! Для получения результата на английском языке, оформите услугу 97551 отдельным заказом при обращении в пункт или по телефону 7766. ",,,0.23273572445456425
2015,2015,2066,Synevo.by,Антитела IgE,ингаляционная панель ig e аллергоскрин иммуноблот,117.95,,,,0.3064703354632882
2016,2016,2067,Synevo.by,Антитела IgE,панель «педиатрическая» ig e аллергоскрин иммуноблот,107.22,,,,0.3064703354632882
2017,2017,2068,Synevo.by,Антитела IgE,"атопическая панель, скрининг 54 аллергена ig e аллергоскрин иммуноблот",172.58,,,,0.48858430790156654
2018,2018,2069,Synevo.by,Антитела IgE,атопическая панель ig e panel 1 standard аллергоскрин иммуноблот,115.23,,,,0.47426922423407053
2019,2019,2070,Synevo.by,Антитела IgE,ингаляционная панель ig e panel 2 standard аллергоскрин иммуноблот,116.1,,,,0.25433311852728996
2020,2020,2071,Synevo.by,Антитела IgE,пищевая панель ig e panel 3 standard аллергоскрин иммуноблот,117.09,,,,0.41859427048747844
2021,2021,2072,Synevo.by,Антитела IgE,педиатрическая панель ig e panel 4 standard аллергоскрин иммуноблот,115.15,,,,0.25433311852728996
2022,2022,2073,Synevo.by,Антитела IgG4,"панель №1 igg4 молоко коровье, молоко козье, молоко овечье, сыр, творог, сметана, йогурт, кефир л301",23.23,,,,0.40530713236948207
2023,2023,2074,Synevo.by,Антитела IgG4,"панель №2 igg4 пшеничная мука, ржаная мука, рис, гречка, овес, перловая крупа, пшено, ячмень л302",23.23,,,,0.21219694533071023
2024,2024,2075,Synevo.by,Антитела IgG4,"панель №3 igg4 фасоль бобы, горох, чечевица, кукуруза, дрожжи пекарские, белок куриного яйца, желток куриного яйца, яйцо перепелиное л303",23.23,,,,0.3690865041293755
2025,2025,2076,Synevo.by,Антитела IgG4,"панель №4 igg4 говядина, телятина, свинина, баранина, курица, индейка, утка, гусь л304",23.23,,,,0.18983368198313985
2026,2026,2077,Synevo.by,Антитела IgG4,"панель №5 igg4 треска, хек, морской окунь, камбала, семга, форель, сельдь, палтус л305",23.23,,,,0.33846774199174634
2027,2027,2078,Synevo.by,Антитела IgG4,"панель №6 igg4 сазан, карп, щука, судак, кефаль, ледяная рыба, пикша, осетр л306",23.23,,,,0.3573994831822454
2028,2028,2079,Synevo.by,Антитела IgG4,"панель №7 igg4 кролик, конина, креветки, крабы, кальмары, мидии, морской гребешок, морская капуста л307",23.23,,,,0.20981049636625118
2029,2029,2080,Synevo.by,Антитела IgG4,"панель №8 igg4 морская соль, сахар, фруктоза, соль поваренная, тростниковый сахар, красный острый перец, черный перец, соль с пониженным содержанием натрия л308",23.23,,,,0.18118608305125408
2030,2030,2081,Synevo.by,Антитела IgG4,"панель №9 igg4 базилик, петрушка, кинза, укроп, лук репчатый, лук зеленый, чеснок, лук порей л309",23.23,,,,0.3325179647834349
2031,2031,2082,Synevo.by,Антитела IgG4,"панель №10 igg4 картофель, морковь, свекла, помидор, перец сладкий, огурец, кабачок, баклажан л310",23.23,,,,0.19378902670800233
2032,2032,2083,Synevo.by,Антитела IgG4,"панель №11 igg4 капуста белая, красная, брюссельская, брокколи, цветная, китайская, кольраби, салат зеленыйл311",23.23,,,,0.17894015125938734
2033,2033,2084,Synevo.by,Антитела IgG4,"панель №12 igg4 редис, редька зеленая, тыква, шпинат, сельдерей, авокадо, оливки, шампиньоны л312",23.23,,,,0.18983368198313985
2034,2034,2085,Synevo.by,Антитела IgG4,"панель №13 igg4 апельсин, грейпфрут, мандарин, лимон, лайм, помело, яблоко, груша л313",23.23,,,,0.311565944789912
2035,2035,2086,Synevo.by,Антитела IgG4,"панель №14 igg4 абрикос, персик, слива, инжир, финики, арбуз, дыня, айва л314",23.23,,,,0.2618298896955361
2036,2036,2087,Synevo.by,Антитела IgG4,"панель №15 igg4 ананас, манго, киви, банан, хурма, гранат, виноград зеленый, виноград красный л315",23.23,,,,0.238407227994431
2037,2037,2088,Synevo.by,Антитела IgG4,"панель №16 igg4 вишня, малина, клубника, клюква, красная и черная смородина, крыжовник, черника л316",23.23,,,,0.2587424475698662
2038,2038,2089,Synevo.by,Антитела IgG4,"панель №17 igg4 арахис, миндаль, фундук, грецкий орех, фисташки, кедровый орех, кешью, подсолнечник л317",23.23,,,,0.3868227026154989
2039,2039,2090,Synevo.by,Антитела IgG4,"панель №18 igg4 кофе, чай черный, чай зеленый, каркаде, мед, шоколад, соя, клейковина л318",23.23,,,,0.24717659024689642
2040,2040,2091,Synevo.by,Антитела IgG4,"панель №19 igg4 камамбер, моцарелла, сыр «дор блю», козий сыр, овечья брынза, сыр «ольтермани», ряженка, яйцо цесарки л319",23.23,,,,0.36831890606196305
2041,2041,2092,Synevo.by,Антитела IgG4,"панель №20 igg4 оленина, мясо лося, мясо кабана, перепелка, белые грибы, опята, лисички, вешенки л320",23.23,,,,0.2324458333843305
2042,2042,2093,Synevo.by,Антитела IgG4,"панель №22 igg4 речной окунь, сом, лещ, кета, лосось, горбуша, скумбрия, навага л322",23.23,,,,0.2436054730043123
2043,2043,2094,Synevo.by,Антитела IgG4,"панель №23 igg4 речная форель, рыба сиг, дорада, икра красная, раки, лангуст, устрицы, осьминог л323",23.23,,,,0.24991608242638821
2044,2044,2095,Synevo.by,Антитела IgG4,"панель №24 igg4 желатин, розмарин, лавровый лист, гвоздика, тмин, ваниль, корица, имбирь л324",23.23,,,,0.22316509501729803
2045,2045,2096,Synevo.by,Антитела IgG4,"панель №25 igg4 салат корн, салат рукола, салат латук, салат « айсберг», щавель, спаржа, тархун, хрен л325",23.23,,,,0.3351824538816587
2046,2046,2097,Synevo.by,Антитела IgG4,"панель №27 igg4 земляника, брусника, голубика, ежевика, черешня, папайя, маракуйя, мангостин л327",23.23,,,,0.27941130206652487
2047,2047,2098,Synevo.by,Антитела IgG4,"панель №29 igg4 цвет липы, шиповник, бессмертник, зверобой, ромашка, мята, жасмин, матэ л329",23.23,,,,0.23709554877935177
2048,2048,2099,Synevo.by,Антитела IgG4,"панель №30 igg4 тилапия, ставрида, барабулька, сибас, толстолобик, хамса, мойва, сардины л330",23.23,,,,0.3573994831822454
2049,2049,2100,Synevo.by,Антитела IgG4,"панель №32 igg4 вино белое, вино красное, вино розовое, коньяк, виски, водка, пиво ячменное, дрожжи пивные л332",23.23,,,,0.19178077003423946
2050,2050,2101,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент g205 - тимофеевка луговая rphl p1, ige immunocap",75.08,,,,0.4330266854227397
2051,2051,2102,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент g215 - тимофеевка луговая rphl p5b, ige immunocap",75.08,,,,0.39855121118037007
2052,2052,2103,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент f233 - овомукоид яйца ngal d1, ige immunocap",75.08,,специфические иммуноглобулины класса е к яичному белку ige антитела к овомукоиду specific immunoglobulins class e to to egg white ige antibodies to ovomucoid,"овомукоид яйца, ngal d1 f68, ige ovomucoid egg, ngal d1 f68, ige",0.6580232510762596
2053,2053,2104,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент k208 - лизоцим яйца ngal d4, ige immunocap",75.08,,,,0.3602929635249176
2054,2054,2105,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент e204 - бычий сывороточный альбумин nbos d6, ige immunocap",75.08,,специфические иммуноглобулины класса е к белку коровьего молока ige антитела к бычьему сывороточному альбумину specific immunoglobulins class e to cow's milk protein ige antibodies to bovine serum albumin,"бычий сывороточный альбумин, nbos d6 bsa e204, ige bovine serum albumin, nbos d6 bsa e204, ige",0.7304290557668633
2055,2055,2106,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент f77 - бета-лактоглобулин nbos d 5, ige immunocap",75.08,,специфические иммуноглобулины класса е к белку коровьего молока,"бета-лактоглобулин, nbos d5 f77, ige beta lactoglobulin, nbos d5 f77, ige",0.6566324840851508
2056,2056,2107,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент e94 - кошка rfel d1, ige immunocap",75.08,,,,0.378129009909503
2057,2057,2108,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент e101 - собака rcan f 1, ige immunocap",75.08,,,,0.47162315018014317
2058,2058,2109,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент t215 - береза rbet v1 pr-10, igg immunocap",143.79,,специфические иммуноглобулины класса е к аллергокомпоненту пыльцы березы ige антитела к мажорному аллергокомпоненту rbet v1 пыльцы березы specific immunoglobulins of class e to the allergenic component of birch pollen ige antibodies to the major allergenic component rbet v1 of birch pollen,"береза бородавчатая, rbet v1 t215, ige birch, betula verrucosa, rbet v1 t215, ige",0.7364445833870985
2059,2059,2110,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент g213 - тимофеевка луговая recombinant rphl p1, rphl p5b, igg immunocap",128.28,,,,0.3781538266121186
2060,2060,2111,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент w230 - амброзия recombinant namb a 1, igg immunocap",124.51,,,,0.5837035321382137
2061,2061,2112,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент w231 - полынь nart v1, igg immunocap",137.99,,,,0.34015520190188675
2062,2062,2113,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент f232 - овальбумин яйца ngal d2, ige immunocap 21-682",69.57,,,,0.4922217319250822
2063,2063,2114,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент f76 - альфа-лактальбумин nbos d 4, ige immunocap 21-710",44.29,,,,0.6029697293676888
2064,2064,2115,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент t215 - береза rbet v1 pr-10, ige immunocap 21-681",78.41,,специфические иммуноглобулины класса е к аллергокомпоненту пыльцы березы ige антитела к мажорному аллергокомпоненту rbet v1 пыльцы березы specific immunoglobulins of class e to the allergenic component of birch pollen ige antibodies to the major allergenic component rbet v1 of birch pollen,"береза бородавчатая, rbet v1 t215, ige birch, betula verrucosa, rbet v1 t215, ige",0.7170791413100042
2065,2065,2116,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент t221 - береза  rbet v 2, rbet v 4 рекомбинантный, ige immunocap 21-705",78.41,,,,0.4724894132515552
2066,2066,2117,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент g213 - тимофеевка луговая recombinant rphl p1, rphl p5b, ige immunocap 21-703",78.41,,,,0.39277615431120544
2067,2067,2118,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент g214 - тимофеевка луговая recombinant rphl p7, rphl p12, ige immunocap 21-704",78.41,,,,0.35045420826503293
2068,2068,2119,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент w230 - амброзия recombinant namb a 1, ige immunocap 21-706",78.41,,,,0.4716231501801432
2069,2069,2120,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент w231 - полынь nart v1, ige immunocap 21-740",78.41,,,,0.3430640530132715
2070,2070,2121,Synevo.by,"Аллергокомпоненты, антитела IgE","аллергокомпонент w233 - полынь nart v 3 ltp, ige immunocap 21-744",78.41,,,,0.5672453596730725
2071,2071,2122,Synevo.by,"Пищевые продукты аллергены, антитела IgE","аллерген f27 - говядина, ige immunocap 21-628",33.53,,специфические иммуноглобулины класса е к аллергенам говядиныанализ крови на аллергию на говядину,"говядина f27, ige beef, f27, ige",0.6424254341465748
2072,2072,2123,Synevo.by,"Пищевые продукты аллергены, антитела IgE","аллерген f222 - чай, ige immunocap 21-813",33.53,,специфические иммуноглобулины класса е к аллергену листового чая f222 specific immunoglobulins class e to tea f222,"чай f222, ige tea f222, ige",0.6424254341465748
2073,2073,2124,Synevo.by,Антифосфолипидный синдром,"антифосфолипиды, суммарные скрининг",49.98,,,,0.29270415770672187
2074,2074,2125,Synevo.by,Антифосфолипидный синдром,волчаночный антикоагулянт ва скрининг тест,45.84,,,,0.6296070136458924
2075,2075,2126,Synevo.by,Антифосфолипидный синдром,"антитела к кардиолипину, igg 13-130",15.85,,,,0.49938333375402943
2076,2076,2127,Synevo.by,Антифосфолипидный синдром,"антитела к кардиолипину, igм 13-131",15.85,,,,0.513938972235347
2077,2077,2128,Synevo.by,Антифосфолипидный синдром,"антитела к бета-2-гликопротеину, igм 13-132",15.85,,,,0.405066717394035
2078,2078,2129,Synevo.by,Антифосфолипидный синдром,"антитела к бета-2-гликопротеину, igg 13-146",15.85,,,,0.5956257338795288
2079,2079,2130,Synevo.by,Целиакия,"upd тканевая трансглютаминаза неоэпитоп, антитела igа",14.19,,антитела к трансглутаминазе иммуноглобулины класса a,"антитела класса igа к тканевой трансглютаминазе anti- tissue transglutaminase igа, ttg",0.7504852972545654
2080,2080,2131,Synevo.by,Целиакия,"upd тканевая трансглютаминаза неоэпитоп, антитела igg",14.19,,анализ крови на антитела класса igg к тканевой трансглутаминазе,"антитела класса igg к тканевой трансглютаминазе anti-tissue transglutaminase igg, ttg igg",0.6809447290116541
2081,2081,2132,Synevo.by,Целиакия,"глиадин, антитела igа",9.91,,,,0.518982853356183
2082,2082,2133,Synevo.by,Целиакия,"антитела к глиадину, igg 13-018",20.31,,,,0.39457780886501337
2083,2083,2134,Synevo.by,Целиакия,"антитела к эндомизию, iga 13-032",27.98,,,,0.5600131291137533
2084,2084,2135,Synevo.by,Диагностика аутоиммунных заболеваний поджелудочной железы,"антитела к антигенам клеток поджелудочной железы gad/ia‑2, igg 13-116",69.83,,,,0.3591224635194678
2085,2085,2136,Synevo.by,Диагностика аутоиммунных заболеваний печени,печёночный профиль 4g ig g иммуноблот,105.86,,,,0.2365686740476814
2086,2086,2137,Synevo.by,Диагностика аутоиммунных заболеваний печени,антитела к гладким мышцам 13-031,32.87,,,,0.5511415344223453
2087,2087,2138,Synevo.by,Диагностика аутоиммунных заболеваний печени,антитела к микросомальной фракции печени и почек анти‑lkm 13-022,32.87,,,,0.35650809077133844
2088,2088,2139,Synevo.by,Диагностика аутоиммунных заболеваний печени,антитела к митохондриям ama 13-021,24.2,,,,0.5420354446273502
2089,2089,2140,Synevo.by,Антинейтрофильные циттоплазматические антитела ANCA,"антитела к базальной мембране клубочка, igg 13-027",38.72,,,,0.49938333375402943
2090,2090,2141,Synevo.by,Антинейтрофильные циттоплазматические антитела ANCA,"антитела к цитоплазме нейтрофилов, igg с определением типа свечения 13-052",31.36,,,,0.3861235355516891
2091,2091,2142,Synevo.by,Системные заболевания соединительной ткани,"антинуклеарные антитела, ana, igg анти sm,rnp,ss a,ss b,scl 70,pm scl,pcna,dsdna,cent b,jo 1,к гистонам,к нуклеосомам,ribo p,ama m2,mi-2,ku, иммуноблот",115.18,,"специфичные ана, антитела к экстрагируемым ядерным нуклеарным антигенам, антитела при аутоиммунных заболеваниях соединительной ткани,","иммуноблот антинуклеарных антител antinuclear antibodies sm, rnp/sm, ss-a 60 кда, ss-a 52 кда, ss-b, scl-70, pm-scl, pcna, cenp-b, dsdna, histone, nucleosome, rib p, ama-m2, jo-1",0.7293131948162044
2092,2092,2143,Synevo.by,Системные заболевания соединительной ткани,"антитела к ядерным антигенам ana, скрининг 13-015",26.93,,,,0.3058594739778877
2093,2093,2144,Synevo.by,Системные заболевания соединительной ткани,"антитела к одноцепочечной днк анти‑ssdna, igg 13-090",25.27,,,,0.39960165000289144
2094,2094,2145,Synevo.by,Системные заболевания соединительной ткани,"антинуклеарные антитела, igg анти‑sm,rnp,ss‑a,ss‑b,scl‑70,pm‑scl,pcna,dsdna,cent‑b,jo‑1,к гистонам,к нуклеосомам,ribo p,ama‑m2, иммуноблот 13-063",108.61,,"специфичные ана, антитела к экстрагируемым ядерным нуклеарным антигенам, антитела при аутоиммунных заболеваниях соединительной ткани,","иммуноблот антинуклеарных антител antinuclear antibodies sm, rnp/sm, ss-a 60 кда, ss-a 52 кда, ss-b, scl-70, pm-scl, pcna, cenp-b, dsdna, histone, nucleosome, rib p, ama-m2, jo-1",0.7293131948162042
2095,2095,2146,Synevo.by,Ревматоидные заболевания,"циклический цитруллиновый пептид, антитела anti-ccp",29.19,"Циклический цитруллиновый пептид, антитела (Anti-CCP). Антитела к циклическому цитруллинсодержащему пептиду, IgG, – в настоящее время один из самых информативных маркеров раннего ревматоидного артрита.","анализ крови на аццп анти-ццп-ат, анти-ццп, анти-сср","антитела к циклическому цитруллинированному пептиду аццп, cyclic citrullinated peptide antibodies, anti-ccp, ccp",0.6948028845180584
2096,2096,2147,Synevo.by,Ревматоидные заболевания,"антитела к цитруллинированному виментину анти-mcv, igg 13-026",42.46,,,,0.3449386890725658
2097,2097,2148,Synevo.by,Иные аутоиммунные заболевания,"антитела к главному белку наружной мембраны момр и мембраноассоциированному плазмидному белку pgp3 chlamydia trachomatis, igg",24.79,,,,0.4981676237955881
2098,2098,2149,Synevo.by,Иные аутоиммунные заболевания,"антикератиновые антитела ака, igg",52.47,,,,0.5736322840982967
2099,2099,2150,Synevo.by,Иные аутоиммунные заболевания,"антиретикулиновые антитела apa, igg и iga",34.06,,анализ крови на антитела к ретикулину антиретикулиновые антитела,"антитела к ретикулину iga и igg reticulin antibody iga&igg, ara",0.6806268957222417
2100,2100,2151,Synevo.by,Иные аутоиммунные заболевания,"антинуклеарный фактор на hep-2-клетках, igg",32.61,,,,0.6379610609170046
2101,2101,2152,Synevo.by,Иные аутоиммунные заболевания,"антиперинуклеарный фактор, igg",21.74,,,,0.3200842035373757
2102,2102,2153,Synevo.by,Иные аутоиммунные заболевания,скрининг болезней соединительной ткани,64.65,,,,0.2822556475135163
2103,2103,2154,Synevo.by,Иные аутоиммунные заболевания,совместное определение антикератиновых антител и антиперинуклеарного фактора,70.73,,,,0.3302318256401354
2104,2104,2155,Synevo.by,Иные аутоиммунные заболевания,"панель антител к антигенам цитоплазмы нейтрофилов anca сombi 7: протеиназа-3, миелопероксидаза, нейтрофильная эластаза, катепсин g, белок bpi, лактоферрин, лизоцим",105.23,,,,0.43720456895808585
2105,2105,2156,Synevo.by,Иные аутоиммунные заболевания,"развернутая диагностика склеродермии, igg иммуноблот антинуклеарных антител: анти-scl-70, cent-a, cent-b, rp11, rp155, fibrillarin, nor90, th/to, pm-scl 100/75, ku, pdgfr, ro-52",123.49,,,,0.5035936442788673
2106,2106,2157,Synevo.by,Иные аутоиммунные заболевания,диагностика аутоиммунного панкреатита определение концентрации igg4,44.21,,,,0.24867806383683774
2107,2107,2158,Synevo.by,Иные аутоиммунные заболевания,"антитела к экзокринной части поджелудочной железы, igg",39.86,,,,0.36876921779263167
2108,2108,2159,Synevo.by,Иные аутоиммунные заболевания,"антитела к дезаминированным пептидам глиадина, iga",43.34,,"анализ крови на антитела к деамидированным пептидам глиадина, iga","антитела к деамидированным пептидам глиадина, iga deamidated gliadin peptide dgp antibodies, iga",0.6436813326113258
2109,2109,2160,Synevo.by,Иные аутоиммунные заболевания,"антитела к дезаминированным пептидам глиадина, igg",38.99,,,,0.5884801608569739
2110,2110,2161,Synevo.by,Иные аутоиммунные заболевания,"иммуноблот антифосфолипидных антител, igg и igm",146.83,,,,0.40183794876888296
2111,2111,2162,Synevo.by,Иные аутоиммунные заболевания,антитела к лимфоцитам методом непрямой иммунофлюоресценции,48.12,,,,0.3477180159994163
2112,2112,2163,Synevo.by,Иные аутоиммунные заболевания,"антинейрональные антитела, igg",123.78,,,,0.4602476760245549
2113,2113,2164,Synevo.by,Иные аутоиммунные заболевания,"антитела к десмосомам кожи, igg 13-036",71.28,,,,0.40106467847001365
2114,2114,2165,Synevo.by,Иные аутоиммунные заболевания,"свободные каппа‑ и лямбда‑цепи иммуноглобулинов в сыворотке, igg 20-012",63.22,,,,0.5342235345952548
2115,2115,2166,Synevo.by,Иные аутоиммунные заболевания,антитела к париетальным обкладочным клеткам желудка 13-030,38.17,,,,0.4186639916028369
2116,2116,2167,Synevo.by,Иные аутоиммунные заболевания,диагностика миастении антитела к ацетилхолиновому рецептору ахр 13-092,101.15,,,,0.3736179264300145
2117,2117,2168,Synevo.by,Иные аутоиммунные заболевания,"антитела к nmda рецептору аутоиммунный энцефалит, igg 13-128",69.06,,,,0.39457780886501337
2118,2118,2169,Synevo.by,Иные аутоиммунные заболевания,"антитела к эпидермальной базальной мембране, igg 13-037",71.28,,,,0.49938333375402943
2119,2119,2170,Synevo.by,Иные аутоиммунные заболевания,"ат к бокаловидным клеткам кишечника бкк, iggт223",25.99,,,,0.2433151257452807
2120,2120,2171,Synevo.by,Иммунологические исследования,общий иммуноглобулин e,14.29,,анализ крови на иммуноглобулин еimmunoglobulin e quantitative ige,"ige общий иммуноглобулин е общий, ige total",0.8041929842714904
2121,2121,2172,Synevo.by,Иммунологические исследования,иммуноглобулин m,3.58,,антитела класса g igg общий,иммуноглобулины класса g igg,0.722259245544615
2122,2122,2173,Synevo.by,Иммунологические исследования,иммуноглобулин g,4.01,,антитела класса g igg общий,иммуноглобулины класса g igg,0.722259245544615
2123,2123,2174,Synevo.by,Иммунологические исследования,иммуноглобулин a,3.78,,антитела класса g igg общий,иммуноглобулины класса g igg,0.722259245544615
2124,2124,2175,Synevo.by,Иммунологические исследования,эозинофильный катионный белок ecp 08-094,56.72,,анализ крови на эозинофильный катионный белок экб,"эозинофильный катионный белок eosinophil cationic protein, ecp",0.766563991413829
2125,2125,2176,Synevo.by,Иммунологические исследования,циркулирующие иммунные комплексы цик 20-024,9.29,,,,0.0
2126,2126,2177,Synevo.by,Иммунологические исследования,интерлейкин‑1‑beta 20-003,62.78,,,,0.38646116769713795
2127,2127,2178,Synevo.by,Иммунологические исследования,интерлейкин‑6 в сыворотке 20-005,62.78,,,,0.4347220614748083
2128,2128,2179,Synevo.by,Иммунологические исследования,интерлейкин‑8 20-006,62.78,,,,0.5
2129,2129,2180,Synevo.by,Иммунологические исследования,интерлейкин‑10 20-058,62.78,,,,0.5
2130,2130,2181,Synevo.by,Иммунологические исследования,гистамин в крови 06-189,58.71,,,,0.4201363969726935
2131,2131,2182,Synevo.by,Поствакцинальный иммунитет,антитела  к hbs ag вируса гепатита в anti-hbs ag,12.38,,,,0.2947125638412276
2132,2132,2183,Synevo.by,Поствакцинальный иммунитет,"краснуха rubella virus, igg",11.87,,анализ крови на антитела к краснухе igg антитела к вирусу краснухи,anti-rubella-igg антитела класса igg к вирусу краснухи,0.7361648360463614
2133,2133,2184,Synevo.by,Поствакцинальный иммунитет,"varicella zoster virus, igg 07-054",19.67,,анализ крови на ветрянку vzv-инфекция днк вируса варицелла-зостер в сыворотке,"вирус varicella-zoster, определение днк в сыворотке крови varicella zoster virus, dna, serum",0.8220793127616213
2134,2134,2185,Synevo.by,Поствакцинальный иммунитет,"measles virus, igg 07-033",24.47,,,,0.5728300378837415
2135,2135,2186,Synevo.by,Поствакцинальный иммунитет,"bordetella pertussis, igg 07-152",32.82,,,,0.5842609960331645
2136,2136,2187,Synevo.by,Определение специфических маркеров методом ПЦР,пцр определение специфических маркеров тромбофилии кровь,79.87,,,,0.17393651708399122
2137,2137,2188,Synevo.by,Определение специфических маркеров методом ПЦР,определение генетической предрасположенности к brca-ассоциированному раку молочной железы и яичников,87.86,,,,0.3446006709503789
2138,2138,2189,Synevo.by,Определение специфических маркеров методом ПЦР,пцр генетика фолатный цикл кровь,53.72,,,,0.27814383167888185
2139,2139,2190,Synevo.by,Определение специфических маркеров методом ПЦР,пцр генетика лактозная непереносимость кровь,31.29,,,,0.27814383167888185
2140,2140,2191,Synevo.by,Определение специфических маркеров методом ПЦР,"пцр hla-b27 кровь, кач опред",47.5,,,,0.5575983061688243
2141,2141,2192,Synevo.by,Определение специфических маркеров методом ПЦР,диагностика целиакии типирование hla dq2/dq8 18-086,122.53,,,,0.5229478243186219
2142,2142,2193,Synevo.by,Микробиологические исследования,"бак посев, чувств к аб эякулят",39.48,"Выполняется полуколичественным методом. Количество идентифицируемых микроорганизмов и их штаммов более 8400. В результате будет указан перечень обнаруженных микроорганизмов с указанием количества и интенсивности роста (скудный рост - 10˄3 и менее; умеренный рост -10˄4; массивное количество -10˄5 и более), а также их чувствительность к антибиотикам или антимикотикам.",,,0.39869936558576136
2143,2143,2194,Synevo.by,Микробиологические исследования,"бак посев, чувств к аб секрет предстательной железы",49.33,"Выполняется полуколичественным методом. Количество идентифицируемых микроорганизмов и их штаммов более 8400. В результате будет указан перечень обнаруженных микроорганизмов с указанием количества и интенсивности роста (скудный рост - 10˄3 и менее; умеренный рост -10˄4; массивное количество -10˄5 и более), а также их чувствительность к антибиотикам или антимикотикам.",,,0.35654111577265835
2144,2144,2195,Synevo.by,Микробиологические исследования,"бак посев на дрожжеподобные грибы candida, чувств к ам уроген тракт",18.32,,,,0.34646745083401254
2145,2145,2196,Synevo.by,Микробиологические исследования,"бак посев на staphylococcus aureus золотистый стафилококк, чувств к аб зев",22.57,"Выполняется полуколичественным методом. В случае обнаружения микроорганизма будет указано его количество и интенсивность роста: скудный рост 10˄3 и менее; умеренный рост - 10˄4; массивное количество - 10˄5 и более, с антибиотикограммой из 6 (шести) антибиотиков. 
В случае отсутствия роста МО Staphylococcus aureus (золотистый стафилококк) будет предоставлен ответ «Staphylococcus aureus не обнаружен».",staphylococcus aureus culture bacteria identification,посев на золотистый стафилококк staphylococcus aureus,1.0
2146,2146,2197,Synevo.by,Микробиологические исследования,"бак посев на staphylococcus aureus золотистый стафилококк, чувств к аб нос",22.57,"Выполняется полуколичественным методом. В случае обнаружения микроорганизма будет указано его количество и интенсивность роста: скудный рост 10˄3 и менее; умеренный рост - 10˄4; массивное количество - 10˄5 и более, с антибиотикограммой из 6 (шести) антибиотиков. 
В случае отсутствия роста МО Staphylococcus aureus (золотистый стафилококк) будет предоставлен ответ «Staphylococcus aureus не обнаружен».",staphylococcus aureus culture bacteria identification,посев на золотистый стафилококк staphylococcus aureus,0.8995128074568493
